Text	Theme
"A newly opened Howdens depot grows business by talking to local builders and opening credit accounts for them.Our depots are typically around 10,000 square feet in size, in industrial locations rather than retail parks, and employ between six and ten staff"	Manufactured
"They are low-cost, both in terms of rent and fit-out, and become profitable when they reach annual sales of £650,000, which they usually do by their second year of operation."	Financial
"Anything, from a tube of glue to a complete kitchen, can be collected by the builder as soon as he needs it. Service is more than initial availability, so all Howdens’ products are designed from scratch to be quick and easy to install as well as fit for purpose and robust in daily use. We undertake to swap anything, locally, right away, if it is no longer needed or something is not quite right."	Unclassified
"We offer builders, and hence end-users, a free kitchen planning service that we believe is second to none, not only because it uses the latest technology but because it is delivered by expert planners on a personal basis"	Intellectual
"Every Howdens kitchen is the result of a series of critical conversations between the people who plan it, buy it, install it and use it. And before that, between the people who design it, source it, make it, test it, photograph it, write about it, pack it and take it to the depot"	Intellectual
"Howdens offers the builder a personal, confidential discount so that he can determine his margin for each job, and a nett monthly credit account, which means the builder can get paid by his customer before he has to pay us."	Social_Relationship
"The builder’s account is held at his local depot, and his discount is agreed between him and the depot manager. Credit control is managed centrally, which has proved to be a highly efficient way of minimising bad debt and supporting personal relationships"	Social_Relationship
"Depot managers, and their staff, are incentivised on a share of their own depot’s profit, less stock loss. There is virtually no  stock loss. Depot staff are entrepreneurial  and accountable."	Human
"Incentives are very important to every part of Howdens’ business, not only to depots. They may relate to specific targets or to outperformance against a range of indicators compared to the previous year’s results. Individuals and teams who deliver outstanding service receive significant, sometimes life-changing, rewards"	Unclassified
	
"Supplying the depotThe depot depends directly on Howdens’ supply operation, which encompasses the sourcing of raw materials and of bought-in product, product development, manufacturing, logistics, warehousing and timely distribution to every Howdens depot"	Unclassified
"This is all owned and controlled by Howdens.We design and manufacture kitchen cabinets and worktops in our own factories in Howden in East Yorkshire and Runcorn in Cheshire. Large volumes, long runs, modern production equipment and efficient working practices mean that Howdens can achieve lowest cost  of production."	Unclassified
"The same principles apply to bought-in product. When we put in a purchase order, it is for large volumes, to our own specifications and, critically, to our own availability requirements. An order from Howdens allows our suppliers to operate more efficiently and plan ahead more easily. It allows us to guarantee availability, quality and price – and thereby service –  to our customers."	Social_Relationship
"This level of service could not be delivered without logistics and systems that work,  and do not fail."	Intellectual
"First, Howdens depot managers interpret their own sales patterns and local knowledge to choose how much product they require. Then, they rely on our truck fleet to deliver it nationwide without delay so that all our depots are always in stock. All of this activity, whether in manufacturing, distribution or sales, is underpinned by a well-invested, robust, stable and scalable systems infrastructure that has plenty of scope to handle significant further growth."	Intellectual
"OPERATING ENVIRONMENTThe builder’s marketFrom the outset, Howdens has been designed around the needs of the small builder.The small builder is an entrepreneur who migrates from one sector of the market to another by recommendation. His customers may be owner-occupiers, private landlords or local developers. Equally, they may be housing associations or local authorities. Sometimes the small builder will fit out a shop, or a studio, or an office, as well as a private home. The pattern of his work will vary from season to season and from year to yea"	Unclassified
"Howdens benefits directly from this flexibility. It is the builder who regulates the mix of end-users, allowing us immediate access, at no extra cost, to all sectors of the marke"	Intellectual
"Today, Howdens ser ves a significant share  of the retail market in the UK without any of the costs, such as showrooms, fitters or home deliver y, that are normally associated with retail."	Unclassified
"What is changing?Our expectations of what is “normal” continue to change. We are less and less prepared to wait for anything. We don’t want to queue for a till or at a helpdesk. We haven’t got time to waste waiting for quotations, plans, deliveries, installation, repairs and someone to answer the phone. We expect service right awa"	Unclassified
"We are also less tolerant of mistakes or things that go wrong. We don’t just want someone to answer the phone, we want a helpful, informed person who can deal with whatever we need, now. We want every product, big or small, to look good, work well and not break. We want clear instructions and correct information"	Unclassified
	
We also expect product to make our lives  easier and easier. This means that product innovation at all price points is an ongoing priority for Howdens	Intellectual
"or most of us, there is also less space. In the home, this means more kitchen designs that make the best use of every available inch. On the roads, this means more builders getting stuck in traffic more often, which means that ideally the nearest Howdens depot is on their doorstep. In our cities, and across the UK, increasing demand for space means we have to have strong property skills and the reflex to think further ahead about our requirements"	Unclassified
"Howdens sells more kitchens than any other player in the UK market. In 2014 we sold around 3.8 million cabinets to nearly 330,000 credit account holders. Since 2008 the number of SKUs, or stock-keeping units, in our business has risen by 100%"	Financial
"So we want to go on delivering constantly improving service to an increasing number of customers, and we will continue to invest in space, systems and resources to manage scale and complexity, service, people and our future."	Social_Relationship
"PROSPECTS CREATE OPPORTUNITIESHowdens works because the idea of the business – to deliver a service of value, person to person, in the one place that is central to our daily lives – is strong enough to appeal to a large and growing number of people, and because we have stuck to our values from the outset in implementing this idea"	Social_Relationship
"When we started Howdens we did not know how many depots we would be able to open. We have continued to open local depots in response to demand, as more and more people become engaged with what Howdens stands for and what this business can do. It is now clear that we have a huge opportunity to deliver Howdens service on an even larger scale, so we plan to go on opening local depots wherever we see good prospects for them"	Manufactured
r	Social_Relationship
We have the opportunity to transform our warehousing and distribution operations in order to meet our need for increased capacity. We plan to invest significantly in this area to ensure that all our depots continue to be always in stock.	Manufactured
"As kitchens become ever more complex, and the digitally connected lifestyle more widespread, we will invest in product innovation, but also in every aspect of product – choice, design, usability, materials technology and manufacturing excellence"	Intellectual
"All of this will also, of course, mean further investment in people. Howdens is an idea that recruits people who want to be part of it – a world in which proper value is placed on personal relationships and where they can do a thorough job"	Human
"We are working to build an organization that is capable of supporting this vision, and of sustaining a business that is worthwhile for  all concerned"	Social_Relationship
	
"FINANCIAL RESULTS FOR 2014The information presented here relates to the 52 weeks to 27 December 2014 and the 52 weeks to 28 December 2013, (continuing operations before exceptional items), unless otherwise stated"	Unclassified
e	Social_Relationship
The financial performance of the Group during 2014 benefited from the Group’s competitive position and the continuing focus on improving operational performance. We also benefited from the continuation of improved market conditions seen since the summer of 2013	Unclassified
"Total Group revenue increased by £134.3m to £1,090.8m.Revenue £m 2014 2013Group 1,090.8 956.5comprising:Howden Joinery UK depots  1,075.5 940.7Howden Joinery French depots 15.3 15.8Howden Joinery UK depot revenue rose by 14.3% to £1,075.5m, increasing by 10.8% on a same depot basis."	Financial
"This growth was achieved through a number of factors and is a testament to the strength of the Howdens business model. We have continued to open new depots and increased the number of customer accounts. As well as driving an increase in revenue, the business continued to focus on price discipline and margin"	Financial
"Sales by our French depots of £15.3m increased by 2% on a same depot basis in constant currency terms, whilst falling slightly on a reported basis. Profitability has improved following changes to the commercial strategy in our French depots"	Financial
"Gross profit rose by £104.3m to £694.5m. The gross profit margin for the year increased to 63.7% (2013: 61.7%). This reflected the continuing focus on efforts within supply to reduce the cost of manufactured and bought-in products, and price discipline and margin achievement across all depots"	Financial
"Selling and distribution costs, and administrative expenses increased by £55.2m to £504.7m. The increase reflects the costs of new depots, investment in growth and the impact of inflation, including on payroll costs"	Unclassified
"The tax charge on profit before tax was £40.1m, an effective rate of tax of 21.2%.Basic earnings per share were 23.2p (2013: 15.9p).In 2014, there was an exceptional profit after tax from discontinued operations of £9.1m. This mainly comprised income of £11.1m arising from the release of a tax creditor (following partial resolution of a dispute with HMRC regarding the tax treatment of certain expenses relating to our legacy properties), partially offset by a charge of £2.2m relating to an increase in the provision for our remaining legacy properties."	Financial
"At 27 December 2014, the pension deficit shown on the balance sheet was £142.6m (28 December 2013: £54.3m). The increase in the deficit was due to higher liabilities arising primarily from a decrease in the discount rate, which more than offset the Group’s contribution to fund the deficit and better than expected asset returns."	Unclassified
"We saw strong cash flow in 2014.There was a net cash inflow from operating activities of £147.8m. This was after a cash contribution to the Group’s pension schemes,"	Financial
"There were no exceptional items from continuing operations in 2014. In 2013, there was an exceptional operating cost before tax of £4.5m from continuing operations. In 2014, there was an exceptional profit after tax on discontinued operations of £9.1m. There were no discontinued operations in 2013.2  As previously announced, an additional one-off payment for the pension year ending April 2015 of £10m will be paid in 2015"	Unclassified
	
"Excluding the legacy property payments, underlying working capital was broadly unchanged. Increases in stock and debtors were offset by an increase in trade creditors. Also included within net cash flows from operating activities was tax paid totalling £30.3m.Payments to acquire fixed and intangible assets totalled £32.8m (2013: £24.7m"	Unclassified
"Reflecting the above, there was a net cash inflow of £77.2m in 2014, the Group having net cash of £217.7m at the end of the year (28 December 2013: £140.5m net cash)"	Financial
"DIVIDEND AND RETURN OF SURPLUS CASH TO SHAREHOLDERSThe Group’s dividend policy is to target dividend cover of between 2.5x and 3x, with one third of the previous year’s dividend being paid as an interim dividend each year. Given the operational performance of the business and the cash generation in 2014, in light of this policy, the Board has decided to recommend to shareholders a final dividend of 6.5p, giving a total dividend for the year of 8.4p (2013: 5.5p). This equates to a dividend cover of 2.75x, the Board intending to pursue a progressive dividend policy in future years"	Unclassified
"As previously stated, the Board intends to target a capital structure that is both prudent and recognises the benefits of operational and financial leverage, and, after considering our capital requirements, to return surplus cash to shareholders as appropriate. The Group has significant property leases for the depot network, and continues to have a material deficit in the Group pension fund and a small number of remaining legacy liabilities related to the Group’s former ownership of MFI. Taking into account this underlying level of gearing, the Board believes it is appropriate for the Group to be able to operate through the annual working capital cycle without incurring bank debt"	Unclassified
"The Board has reviewed the cash balances in light of the Group’s future investment opportunities, expected peak working capital requirements and trading outlook. As a result, it has decided to return £70m of cash to shareholders by way of a share repurchase programme. This will commence shortly and will be implemented over the course of the next two years."	Unclassified
"Shares that are bought in the market by our brokers will either be held in treasury, to use for future obligations for company share schemes, or cancelled."	Unclassified
"The business model of Howden Joinery is “To supply from local stock nationwide the small builder’s ever-changing, routine, integrated kitchen and joinery requirements, assuring best local price, no-call-back quality and confidential trade terms"	Unclassified
"UK depot network and operationsDuring the course of 2014, 30 new depots were opened, bringing the total number of depots trading at the end of the year to 589. In addition, two depots were relocated and three were extended"	Manufactured
"In the summer of 2012, we began trials of a 'virtual showroom' that is designed to support our 1,000 depot-based kitchen designers. When working with our account holders' clients in our depots, this allows kitchen designs to be shown on a large HD television screen or projected on to a wall in the depot in a large high-definition format, along with other material designed to support product sales. Often, this will be accompanied by a refurbishment of the office in which the designers work. This project to roll-out 'virtual showrooms' across all of our depots has been completed."	Intellectual
"To support our account holders and improve our service to their clients, we undertook a project to install A3 printers in all of our depots. These provide builders with a technical drawing of each kitchen design that is much more usable  on-site. They also allow more impressive visualisations of  the kitchen to be provided to the builder's client. This project has also been completed"	Intellectual
"Our account base continues to grow, having increased by over 40,000 net new accounts in 2014. Initiatives to stimulate account openings meant this was double the number seen in previous years. While there has been a significant increase in accounts in recent years, our debt collection performance continues to be robust"	Unclassified
	
"Product and marketingWe continue to enhance our product offering, having  introduced a number of new products during 2014 across  all our product categories"	Intellectual
"Notable amongst these were eighteen new kitchens, which included: six gloss options and two matt options in our Greenwich family; three options in a new, lower-priced, gloss integrated handle range, Clerkenwell; and three options in a new, premium, Tewkesbury framed family."	Unclassified
"To ensure we cater for all budgets and price points, we have introduced a number of new products, including: a premium touch control Lamona pyrolytic oven, combination microwave and warming drawer; a collection of premium handles and a range of competitively priced rose handles; and a new ‘entry priced’ rigid cabinet"	Unclassified
"In addition, we continue to enhance our other product offerings, including new products in our worktops and backboards, sinks, doors and flooring ranges. We also started a trial of selling affordable granite worktops from stock, beginning in a small number of depots. Initial results from this have been encouraging and the trial has recently been extended to an additional 40 depots"	Intellectual
"We continue to invest in our marketing communications and brand advertising. As well as updating our range of marketing literature and the Howdens website (www.howdens.com), we embarked on a partnership with pottery designer and manufacturer Emma Bridgewater. Emma designed for us a pair of Howdens mugs and fluted bowls that were given away with every kitchen plan for limited periods, the partnership being featured in our adverts and on the Howdens website"	Intellectual
"Manufacturing and logistics operations Our UK-based manufacturing and logistics operations play a vital role in ensuring that we are able to supply our small builder customers from local stock nationwide at all times, having the flexibility to respond to each depot’s individual needs. We continue to invest in these operations so as to ensure that this aspect of the Howdens model is never compromised, even during our critical ‘Period 11’, when sales are more than double the level seen in other period"	Unclassified
"We are close to completing a two-year project to replace obsolete boilers and the associated heating infrastructure at our site in Howden with a state-of-the-art biomass heating system. This will ensure that we continue to be compliant with environmental emissions legislation and will reduce manufacturing costs, as the heat generated attracts payments provided by the Renewable Heat Incentives programme."	Natural
"We have completed the replacement of the 100 'tractor units' for our fleet of lorries. These are Euro 6 compliant and are fitted with the latest technology for environmental compliance. In addition, they have enhanced safety features, including:•  crash avoidance technology that assists the driver when it detects the risk of a collision; and•  forward facing cameras for incident recording, to help with accident investigation and insurance claims."	Intellectual
"Continental EuropeAs we set out at the interim results in July, we have amended the pricing strategy in our French depots. As a result, we have seen an improvement in the financial performance of the depots, notwithstanding the widely reported economic headwinds in the country."	Intellectual
"This has given us the confidence to add a second phase of depots to our operations in northern France, our plan being to open seven new depots during the second half of 2015."	Manufactured
"has also given us the confidence to extend the trial, both in France and in other countries in continental Europe. First, we have opened two depots in Belgium that are the same format as our existing French depots and will allow us to learn about a slightly different market. Second, we have opened an outlet with a new format and branding further south in France, with another planned to be opened late in 2015. This is larger than existing depots, and will be used to test a number of new initiatives. We also intend to begin a trial in Holland, where we plan to open a similar larger format depot towards the end of this year"	Unclassified
	
"GROUP DEVELOPMENTSLegacy propertiesThe Group continues to reduce its legacy property portfolio.One lease was terminated in 2014, at a cost of just over £3m, and one lease, with less than six months remaining, was released early. In addition, the leases of two properties expired during the year.This means that there are now five legacy properties remaining, with net annual rent and rates of less than £1m"	Unclassified
"INVESTMENT PROGRAMMEWe have undertaken a review of the medium and longer-term growth prospects for the business and have identified more significant opportunities than previously foreseen. Kitchens continue to grow in complexity as kitchen users expect increasing functionality as well as a constant flow of new designs. At the same time, our account base continues to grow, and we are focused on delivering better and better local service to more and more builders"	Unclassified
"In respect of our supply operations, a number of areas have been identified for investment in the coming years. These include preparing for future growth and improved resilience of our cabinet manufacturing operations, a new national distribution centre (NDC) for bought-in products, increased manufacturing capacity in non-cabinet products and replacing aged manufacturing assets. As a result, we expect capital expenditure across the business to average around £60m per annum over the next three years. The exact phasing of this will depend on the timing of the building and fitting-out of the new NDC"	Manufactured
"owden Joinery UK depot sales in the first two periods of 2015 (to 21 February) were up 9.9% on the same period last year (this excludes the first week, which had one less trading day in 2015 than in 2014), in line with our expectations. Along with the evidence we have of trading prospects, this would suggest that market conditions remain unchanged"	Financial
"The Group remains committed to its view that the number of depots in the UK can be increased from its current level of 589 to at least 700. During the course of 2015, we are currently planning to open up to 30 depots in the UK"	Manufactured
"We are well positioned and look forward to continued growth. As in recent years, we will act quickly and appropriately adapt our business model to the market and economic conditions  we encounter.KEY FINANCIAL PERFORMANCE INDICATORSThe Group uses a number of financial performance indicators to measure operational and financial activity in the business.  Non-financial indicators are discussed further in the corporate social responsibility report on pages 22 to 27."	Unclassified
"Total sales growthGrowth in sales of the UK Howden Joinery depots is key to enhancing shareholder value. This measure, along with monitoring our programme of depot openings, tracks the ability of the Group to grow the busines"	Financial
"Operating profitThe Group targets steady growth in operating profit before exceptional items over the medium-term. Earnings per share (EPS)We believe that EPS, while not perfect, is an accessible measure of the returns we are generating as a Group for our shareholders, and also has the merit of being auditable and well understood. The key measure of short-term financial performance is basic earnings per share before exceptional items"	Financial
"Depot openingsThe business model is based on individual depots providing kitchens to small builders within a local community. The continuing drive to open new depots in new localities is therefore key to the Group’s growth prospects. Howden Joinery currently intends to open 30 depots in 2015, although it should be noted that we have the ability to adjust the rhythm of the opening programme in line with economic conditions."	Unclassified
	
"USE AND MANAGEMENT OF FINANCIAL INSTRUMENTS,  AND EXPOSURE TO FINANCIAL RISKThe Group holds financial instruments for one principal purpose: to finance its operations. The Group does not currently use derivative financial instruments to reduce its exposure to interest or exchange rate movements"	Unclassified
"The Group finances its operations by using cash flows from operations, and it also has access to longer-term loan facilities from banks if additional financing is required. Treasury operations are managed within policies and procedures approved by the Board."	Financial
"The main risks arising from the Group’s financial instruments are funding and liquidity risk, interest rate risk, counterparty risk and foreign currency risk, which are discussed below. No speculative use of derivatives, currency or other instruments is permitted. The Treasury function does not operate as a profit centre and transacts only in relation to the underlying business requirements."	Unclassified
"Funding and liquidityThe Group’s objective with respect to managing capital is to maintain a balance sheet structure that is both efficient in terms of providing long-term returns to shareholders and safeguards the Group’s ability to continue as a going concern. As appropriate, the Group can choose to adjust its capital structure by varying the amount of dividends paid to shareholders, returns of capital to shareholders, issuing new shares or the level of capital expenditure"	Unclassified
"The Group began 2014 with an asset-backed bank facility which allowed borrowing of up to a maximum of £160m, dependent on the actual levels of stock and trade debtors held at any time. This maximum amount reduced to £140m in May 2014 in line with the terms agreed at the inception of the facility. The facility is due to expire in July 2016. The facility was not used at any point during 2014"	Financial
"The Group’s committed borrowing facility contains certain financial covenants which have been met throughout 2014. The covenants are tested every four weeks and are based around: (i) fixed charges; (ii) tangible net worth; and (iii) earnings before interest, tax, depreciation and amortisation (EBITDA) for Howden Joinery Limited"	Financial
"In addition, our pension trustees, who carry a charge over the share capital of Howden Joinery Limited, have a separate covenant test around the EBITDA of Howden Joinery Limited. The Group’s latest forecasts and projections have been stress-tested for reasonably possible adverse variations in trading performance and show that the Group will operate within the terms of its borrowing facility and covenants for  the foreseeable future"	Unclassified
"t the 2014 year end, the Group had £131.9m of cash, £85.0m of short-term investments, and £112.0m of funds available to borrow under the committed borrowing facility (in line with the levels of stock and trade debtors at the year-end"	Financial
Interest rate riskThe Group has not had any borrowings during 2014 and does not consider interest rate risk to be significant at present	Financial
"Counterparty riskGroup Treasury policy on investment restricts counterparties to those with a minimum Standard and Poor’s/Moody’s short-term credit rating of A-2/P-1. It also places limits on the maximum amount which can be invested with a single counterparty. Investments mainly consist of bank deposits, UK Treasury bills and liquidity funds. The Group continuously reviews the credit quality of counterparties, the limits placed on individual credit exposures and categories of investments."	Unclassified
Foreign currency riskThe most significant currencies for the Group are the US dollar and the Euro. It is the Group’s current policy that routine transactional conversion between currencies is completed at the relevant spot exchange rate. This policy is reviewed on a regular basis	Unclassified
"The net impact of exchange rates on currency transactions in the year was £8.0m. The Group does not have many overseas assets/liabilities, so the impact of currency translation on these items is not material"	Unclassified
	
