Text	Theme
DIVERSITYOver 40% of our Non-Executive Directors are now women. This is not surprising for a Group that has long understood the importance of diversity within the workforce and wider value chain. The progress made in employee diversity over recent years has been among the best in our sector and led to widespread external recognition.	Human
UNILEVER’S AUDITOROur shareholders appointed KPMG as our new auditor at the AGMs in May 2014 and  a smooth and well managed transition has been completed	Unclassified
"BOARD EFFECTIVENESSOur Board evaluation in 2014 was externally facilitated and the results were discussed at the November 2014 Board meeting.  The Boards continue to function well with good leadership and competent and engaged members. Good progress has been made on the actions agreed in previous evaluations. The actions agreed by the Boards in the 2014 evaluation included the continued focus on overall strategy, portfolio management, and succession  and induction planning"	Unclassified
SHAREHOLDER AND  STAKEHOLDER ENGAGEMENTIn May 2014 we bought out certain third party rights that were convertible in 2038 into over 70 million PLC ordinary shares.	Intellectual
This simplified Unilever's capital structure and enhanced core earnings per share.	Financial
"In addition, in 2014 we rolled out a new employee share scheme to align our employees’ interests with those of shareholders."	Human
"Unilever values open, constructive  and effective communication with shareholders. In 2014, I again met with principal shareholders in Europe and  the US. Together with management,  we explained our strategy to shareholders through meetings, conferences and at our  annual investor event. In line with the focus on simplification in  the business, the Boards have decided to simplify the 2015 AGMs. We will revert  to holding the NV and PLC AGMs on consecutive days and will host our AGMs at Unilever offices in the Netherlands and the UK. More information can be found within  the NV and PLC AGM Notices which will be published on 17 March 2015"	Unclassified
	
"STRATEGIC REPORTThe Boards’ objective is to meet high standards of disclosure and we consider this Annual Report and Accounts to provide a fair, balanced and understandable account of Unilever’s year in 2014 with the information required to assess performance, business model and strategy."	Unclassified
This 2014 Annual Report and Accounts is published in a two-part format: a stand-alone Strategic Report and a separate Governance and Financial Report	Unclassified
"For more information on Board evaluation and shareholder engagement, see pages 42 and 45 of the Governance and Financial Report."	Unclassified
	
"HOW WOULD YOU SUMMARISE 2014 FOR UNILEVER?A: In a volatile environment consistency  of results is key. Our model calls for consistent, competitive, profitable and responsible growth. With 2.9% underlying sales growth, and good profit progress,  this is the fifth consecutive year of top and bottom line growth. This was achieved despite a challenging external environment"	Financial
"Our business is growing ahead of our markets with 60% gaining share and we believe this growth is also competitive. The Unilever Sustainable Living Plan (USLP) helps to ensure growth is responsible. The consistency of our delivery is underlined by the fact that our average growth over the last five years is 4.9%, making us one of the most reliable performers in our industry."	Social_Relationship
"Q: HOW WOULD YOU CHARACTERISE THE EXTERNAL ENVIRONMENT IN WHICH YOU HAVE HAD TO OPERATE OVER THE LAST YEAR?A: Very challenging and among the most difficult I can remember. We certainly faced more headwinds than tailwinds.  For the first time in many years, for example, we had to confront the reality  of largely flat developed markets and markedly slowing emerging markets. Indeed, markets slowed from some  3.5% in 2013 to around 2.5% in 2014."	Unclassified
"At the same time, the world continued to  be rocked by a combination of geopolitical instability and natural, climate-related disasters that have sadly become the norm"	Natural
"All of these add a cost to doing business, which is why we believe that confronting these issues and looking for solutions to them – rather than just being buffeted by events – is the only long-term viable growth model. Agility is equally important in this environment and we have worked hard once again to reduce complexity and evolve the organisational model for speed and efficiency"	Natural
"UNILEVER CONTINUED TO GROW AHEAD OF ITS MARKETS IN 2014 AND RE-AFFIRMED ITS REPUTATION FOR CONSISTENT TOP AND BOTTOM LINE GROWTH, ENSURING CONTINUED RETURNS FOR INVESTORS. PAUL POLMAN, CHIEF EXECUTIVE OFFICER, ANSWERS THE KEY QUESTIONS ABOUT 2014"	Unclassified
"WHAT PLEASED YOU MOST ABOUT THE COMPANY’S PERFORMANCE IN 2014?A: The ability to deliver results while balancing the needs of our multiple stakeholders. The consistency of our delivery, even in these unusually volatile and uncertain conditions, helps. It reassures me that the fundamental pillars of the business are strong and that we have developed the resilience needed to compete even in the most difficult circumstances."	Social_Relationship
"What pleased me specifically was that we were able to take the short-term measures necessary to respond to events – further tightening our belts, for example, and simplifying the organisation through initiatives like Project Half for Growth – while at the same time continuing to invest in the long-term drivers of growth. The launches of some of our biggest brands into new markets – like Omo in the Gulf, Clear  in Japan or Lifebuoy in China – were great examples of this."	Unclassified
"We also made a number of strategic acquisitions over the year to help strengthen our portfolio further: the Talenti super-premium ice cream business in North America, for example, and the Qinyuan water purification business in China, both take us into some attractive segments of the marke"	Manufactured
"I was equally delighted by the progress  we made during 2014 in increasing our proportion of female managers. There is much still to do, but beating our stretching targets and ending the year with women representing 43.3% of all managers was a great achievement and a real sign of the commitment felt across Unilever to make progress in this area."	Social_Relationship
"Finally we have made further progress on sustainable sourcing, decoupling growth from environmental impact and increasing positive social impact throughout our value chain. This  has further enhanced our corporate reputation and lowered risk and costs"	Social_Relationship
"WHAT DID ALL THIS MEAN  FOR THE GROUP’S FINANCIAL PERFORMANCE?A: Weakening consumer demand certainly impacted our underlying sales growth yet  it provided a great opportunity to accelerate our efficiency effort. Growth was therefore profitable, with an improvement in core operating margin of 0.4 percentage points, driven by strong savings programmes. Tight control of working capital contributed to another year of healthy cash flow delivery (more than €3.1 billion) which – combined with the improvement in operating margin – contributed to earnings per share (EPS) growth of 2% (or 11% adjusted for  currency impact)."	Financial
"We continued to reshape our portfolio  in 2014 to ensure resources are best utilised for growth. In June we sold the Ragu and Bertolli pasta sauces business in North America for approximately  US $2.15 billion. We invested capital  in growth opportunities by acquiring  a majority stake in the Qinyuan Group,  a leading Chinese water purification business. This doubled our size in this sector, addressing a fast-growing consumer need and furthering our aim  to grow our business sustainably. More details of our mergers and acquisitions activity can be found on page 29"	Manufactured
	
"Our employees remain a  key priority of course and, despite the constrained economic environment, we  did not compromise on our investments  in training, personal development, safety and other employee support programmes. It was heartening to see employee engagement scores remain at historically high levels in our annual Global People Survey (GPS), with improvements across  all five metrics"	Human
"t is also clear that the demand to join Unilever has never been greater. We received over 2 million applications  or expressions of interest in 2014 and  for the second year running Unilever  was ranked the third most in-demand employer among jobseekers on LinkedIn, behind only Apple and Google, as more  and more young people want to work for purpose-driven organisations"	Human
"ARE THERE AREAS IN WHICH YOU WOULD LIKE TO HAVE SEEN MORE PROGRESS?A: Even though we have made significant strides over recent years in improving our organisational agility and our ability to respond quickly to events, there is still room for improvement. I would like to have seen us react a little quicker, for example, to the slowdown in a number of markets, particularly China, where frankly we were caught off-guard by the speed and scale  of weakening consumer demand. In terms of our categories, all of them contributed – albeit in different ways – to the overall performance of the Group and I have confidence in the strength and long-term growth potential of our portfolio"	Intellectual
"We took steps last year to sharpen the portfolio even further with a number of strategic acquisitions and disposal of non-core brands, although there is always scope to do more and I would like to see the level of activity accelerate in the year ahead. It is also clear that we still need to do more to get our Foods category growing again, although we are winning market shar"	Manufactured
This is a tough business to be in – with much of our portfolio in flat or even declining developed markets – but we have to do more to leverage the strength of our wonderful Foods brands and bring back the growth momentum	Unclassified
"By contrast, while our Home Care and Refreshment categories delivered good or solid growth, we need to increase the levels of cash and profitability if we are to invest in the many growth opportunities. These will all be priorities  in 2015"	Financial
"HOW DID UNILEVER SERVE  THE INTERESTS OF ITS VARIOUS STAKEHOLDERS IN 2014?A: Meeting the diverse interests of multiple stakeholders is a challenge for a company of Unilever’s size but also a great opportunity given our Vision to grow in  a sustainable and socially inclusive way. Once again, we made good progress"	Social_Relationship
"We also made progress in our commitment to serve a wider group of stakeholders through the USLP and our Vision of  growing the business while reducing our environmental footprint and increasing  our positive social impact, not only in that part of the business under our direct control but throughout the whole value chain"	Social_Relationship
This manifests itself in many different ways – everything from playing our part in putting an end to deforestation	Natural
to ensuring we embrace and advance human rights principles throughout the length of our supply chain. You can see a number of examples set out in other parts of this report.	Social_Relationship
"It was pleasing to see our efforts recognised once again in 2014, including regaining sector leadership in the prestigious Dow Jones Sustainability  Index (DJSI) and being ranked – for the  fourth year running – as the Number One Company in the Globescan/SustainAbility index of leading sustainability experts around the world."	Social_Relationship
"Unilever’s strategic commitment to emerging markets continued in 2014  with significant investments in brand launches, new production facilities and our operations."	Manufactured
"In China we undertook large capital expenditure, building a new dry savoury plant and a new washing powder factory. In Indonesia, large-scale capital investment was made in Siliwangi, creating a plant for Cikarang Foods, adding significant capacity to dry and  wet savoury production. In the Philippines a new dry savoury factory was built. Detergent and ice cream factories were built in Africa"	Manufactured
"We are extending our distribution reach in the outer islands of Indonesia, rural India and the north and central west of Brazil, while Singapore continues to be  a major hub for our development of Unilever people at our Four Acres training campus."	Intellectual
	
WHAT DO YOU SEE AS THE PRINCIPAL CHALLENGES FOR UNILEVER IN THE YEAR AHEAD?A: Operating in an environment of almost unprecedented volatility and complexity will remain a big challenge for everyone. Few people predicted that in 2014 we would see such a sharp slowdown in some of the major world economies or the escalation of geopolitical conflicts  or the outbreak of pandemics like Ebola and oil prices ending the year at less than US $50 a barrel. We must be prepared for a similarly unpredictable year in 2015	Unclassified
"The key is to have a model that responds  to people’s needs and concerns, and an organisation that is both resilient and agile in the face of growing economic and geopolitical uncertainty. We achieved that again in 2014 and I want to thank – and recognise – the supreme efforts of our 172,000 colleagues and the many more partners around the world"	Social_Relationship
"WHAT IS YOUR OUTLOOK  FOR 2015?A: We expect the economic pressures  to continue. Consumer demand in emerging markets is likely to remain subdued for some time to come. There  is still little sign of a recovery in Europe and, while conditions in North America have improved, any increase in consumer demand is likely to be slow and shoppers will remain focused on value"	Unclassified
"We are also prepared for managing  any continuing volatility on the world’s currency markets and for what could be fluctuations in commodity costs as a result of the reduction in oil prices. At  the same time, we expect the levels of competitive activity – both from global competitors and, increasingly, from  local players – to remain high in 2015"	Unclassified
"Despite these pressures, we are confident that with the many positive changes we have already made to Unilever we are  well placed to continue delivering our objectives of volume growth ahead of  our markets, steady and sustainable improvements in core operating margin, and strong cash flow"	Financial
"Paul Polman∆ Chief Executive Officer 2.  Doug Baillie  Chief Human Resources Officer3.  David Blanchard  Chief R&D Officer4.  Kevin Havelock  President, Refreshment 5.  Jean-Marc Huët∆ Chief Financial Officer6.  Alan Jope  President, Personal Care 7.   Kees Kruythoff  President, North America 8.  Nitin Paranjpe President, Home Care9.  Antoine de Saint-Affrique  President, Foods10.  Pier Luigi Sigismondi  Chief Supply Chain Officer11.  Ritva Sotamaa  Chief Legal Officer12.  Keith Weed  Chief Marketing and  Communications Officer13.  Jan Zijderveld  President, Europe∆ Board member   For ULE biographies,  please see page 55  of the Governance and Financial Report"	Unclassified
	
UNDERLYING SALES  GROWTH‡ 201414.5%2013: 14.1%Core operating margin has steadily increased over five years from 13.6% to 14.5%. CORE OPERATING MARGIN‡ 20141.0%2013: 2.5%Underlying volume growth averaged 2.9% over five years. UNDERLYING VOLUME  GROWTH‡ 2014€3.1 Billion2013: €3.9 billionOver the last five years Unilever has generated free cash flow of €17.7 billion.	Financial
"These measures are non-GA AP measures. For further information about these measures, and the reasons why we believe they are important for an understanding  of the performance of the business, please refer to our commentary on non-GA AP measures on pages 34 to 35.◊  PricewaterhouseCoopers (PwC) assured. For details and the basis of preparation see www.unilever.com/ara2014/downloads. ø Measured 1 October –  30 September.# Prior year restated to include additional waste identified."	Unclassified
MANUFACTURING201492.02KG◊ø2013: 98.85kg◊øCO2 from energy per tonne  of production. 20142.01M3◊ø2013: 2.12m3◊øWater per tonne of production	Natural
TOTAL RECORDABLE ACCIDENT FREQUENCY RATE20141.05◊ø2013: 1.03◊øPer 1 million hours worked.	Human
DIVERSITY201457%male 2013: 58%The percentage of persons  of each sex who were  Unilever managers.201443%female 2013: 42% ENGAGEMENT201475%2013: 78%Overall engagement score among managers who participated in our Global  People Survey in 2014.	Social_Relationship
20141.19KG◊ø2013: 2.96kg◊ø#Total waste (sent for disposal) per tonne of production	Natural
"OPERATIONAL HIGHLIGHTS Turnover was €48.4 billion, down 2.7% with a negative impact from foreign exchange of 4.6%, and net acquisitions and disposals of 0.9%. Underlying sales grew 2.9%"	Financial
"Gross margin declined 0.2 percentage points driven by currency-related cost increases in emerging markets, partly offset by pricing, savings and mix such as margin accretive innovations"	Financial
"Core operating margin rose by 0.4 percentage points despite maintaining brand and marketing investment at 14.8% of turnover, as overheads were reduced by 0.6 percentage points."	Financial
"Underlying sales growth of 2.9% was ahead of our markets, with volume 1.0% and price 1.9%.•  Emerging markets, 57% of our business, grew underlying sales by 5.7%.•  Developed markets reported a decline in underlying sales of 0.8%, with price down 1.3% and volume up 0.5%"	Financial
KEY PERFORMANCE INDICATORSWe report our performance against ten key performance indicators (KPIs) – four financial and six non-financial – as shown below. Our financial KPIs are described in more detail in the Financial review starting on page 31.	Unclassified
"IN 2014, DESPITE A CHALLENGING YEAR FOR OUR INDUSTRY, WITH SIGNIFICANT ECONOMIC HEADWINDS AND WEAK MARKETS, WE HAVE DELIVERED COMPETITIVE UNDERLYING SALES GROWTH AND MARGIN EXPANSION"	Financial
	
"SOURCINGSUSTAINABLE SOURCINGA dedicated team is responsible for Unilever’s annual  €35 billion procurement programme, including agricultural raw materials. In 2014 we rolled out our Responsible Sourcing Policy (RSP) as part of our commitment to business integrity, openness, respect for universal human rights and core labour principles. To ensure that our suppliers embrace the RSP and move up the continuous improvement ladder our initial goal is for our key Partner To Win suppliers, approximately 200 large companies, to meet mandatory RSP criteria by the end of March 2015. We are also targeting our broader supplier base to secure continuous improvement across the board"	Social_Relationship
By the end of 2014 all palm oil directly sourced for Unilever’s European Foods business was close to 100% traceable and certified sustainable (over 98% in December 2014 and on track to be 100% by the end of March 2015).  By leading the industry’s efforts to make sustainable palm oil ubiquitous we help to halt deforestation and mitigate the risk of rising commodity cost	Natural
CONSUMERSINSIGHTS FOR INNOVATIONA fundamental requirement at Unilever is to understand our consumers. We use focus groups  and quantitative studies and spend time with consumers in stores and in their homes to find out  what is important to them – as citizens as well as consumers – so we can create products they need  and want. Unilever carelines are also a rich source  of information. Digital communications and social media mean we can engage with large numbers of people consistently over long periods of time so we can immerse ourselves in their day-to-day lives. We can use online search data to identify and anticipate future consumer trends and gain a competitive edge	Intellectual
"INNOVATIONTECHNOLOGY AT WORKR&D is an engine of sustainable growth; Unilever spends around €1 billion on R&D annually. Our 6,000 R&D professionals are responsible for building brands through benefit-led innovation, which is unlocked through science and technology. This includes looking at long-term emerging science and transforming science into technologies which are used to design branded products"	Intellectual
"COLLABORATIONPARTNER TO WINTo meet our Vision we know we must work in partnership with others, such as suppliers,  agencies, universities, governments and NGOs"	Social_Relationship
"The big development for 2014 has been the launch  of our Partner To Win 2020 programme to create a supplier ecosystem where partners work with us and each other to create breakthroughs in products  or packaging to deliver the capacity, innovation and sustainable solutions to meet our growth ambition.  A great example is the new Dove Body Wash bottle using 15% less plastic (see inside front cover). 15% LESS PLASTIC USEDUnilever has waived exclusivity  rights from 1 January 2015 so that other manufacturers can also use the technology"	Intellectual
"THIS SECTION EXPLAINS OUR BUSINESS – HOW AND WHERE WE MAKE OUR PRODUCTS, HOW WE TAKE THEM TO MARKET AND HOW WE ENSURE THAT OUR BRANDS REMAIN OUR CONSUMERS’ CHOICE"	Social_Relationship
	
"MARKETINGGENERATING CONSUMER-LED GROWTHWe spend about €7 billion annually on marketing, making us one of the world’s biggest advertisers. This ensures that our brands and products are consumers’ first choice. We use multiple media  to achieve cut-through in a highly competitive and busy world. Traditional media channels continue  to play a big part but digital communications have revolutionised the way marketing engages with people, creating entirely new sales and marketing opportunities. We create our own entertainment content, including Unilever brand advertising, and  this is distributed, for example, by mobile devices  in emerging markets."	Intellectual
"6. LOGISTICSCENTRALISED LOGISTICS EXPERTISEHow we move products from factories to customers is the role of our logistics operation. We are now rolling out our global network of logistics centres that organise movement of goods centrally and  more efficiently, delivering savings, reduced stocks, reduced carbon emissions and improved customer service. These operational hubs now allow us to centralise other services too, including monitoring orders from customers through to payment."	Manufactured
CO2 SAVINGS FROM LOGISTICSImprovement in CO2 efficiency since 2010 measured across  14 countries	Natural
"We make the majority of what we sell through a network of more than 240 manufacturing sites around the  world. We have invested significantly in our factories in  recent years to create an efficient, reliable and more sustainable network"	Manufactured
"We are now able to maximise the global scale of our operations, while having the agility  to meet local demands. More eco-efficient production  is helping us meet the USLP targets, so by the end  of January 2015, for instance, all our factories had achieved zero non-hazardous waste to landfill, producing 140,000 tonnes less waste. Since 2008,  we estimate that eco-production has avoided costs  in excess of €400 million"	Intellectual
"OUR VALUE CHAINUnilever’s value chain – the process by which we create brands, products and ultimately shareholder value – begins with acquiring insight into consumers’ needs, which vary considerably between developed and emerging markets."	Social_Relationship
"Insight requires close engagement with consumers, often over prolonged periods, and allows us to identify future trends to gain a competitive edge. That knowledge helps us to target our subsequent R&D activities and our investments in innovation. Unilever has  filed more than 200 new patent applications in 2014 and our Partner To Win 2020 programme, also launched in 2014, creates a new platform for us to work with our suppliers in the development of product  and packaging innovations that capture consumers’ interest and attention."	Intellectual
"Bringing these innovations to market  as physical products is a core function  of Unilever’s supply chain, which employs about 110,000 of our 172,000 people.  It also involves working with suppliers around the world"	Intellectual
"Unilever itself manufactures the majority  of its products and we maintain an international network of 240 manufacturing sites. In sourcing large amounts of raw materials we also have a direct impact on the environment. By sourcing sustainably,  we can protect scarce resources, ensure security of supply for our business and reduce price volatility while protecting the environment and enhancing people’s  lives, which is at the heart of our Unilever Sustainable Living Plan (USLP). More  detail can be found on page 11"	Social_Relationship
"By the time manufacturing is under way Unilever’s marketing teams have worked with our category experts to define the complete marketing mix, including communications, that makes our brands come alive. Communicating the benefits  of our products and brands to consumers  is increasingly complex, with digital communications and social media creating new and more direct ways to engage alongside traditional media"	Intellectual
"Our logistics operations move Unilever products to retailers and our go-to-market teams ensure that we get enough of the right products in the right price bracket in the right sales channels for consumers to buy, be they stores or the fast-growing e-commerce channel."	Intellectual
	
	
"OPPORTUNITIES FOR WOMENBy 2020 we will empower 5 million women.WE TRAINED 70,000 WOMEN MICRO-ENTREPRENEURS TO SELL OUR PRODUCTS IN RURAL INDIA BY END 2014"	Human
SUSTAINABLE SOURCINGBy 2020 we will source 100% of our agricultural raw materials sustainably.55% OF AGRICULTURAL  RAW MATERIALS SUSTAINABLY SOURCED BY END 2014	Natural
"NUTRITIONBy 2020 we will double the proportion of our portfolio that meets  the highest nutritional standards, based on globally recognised dietary guidelines. This will help hundreds of millions of people to achieve a healthier diet.33% OF OUR PORTFOLIO BY VOLUME MET HIGHEST NUTRITIONAL STANDARDS IN 2014"	Unclassified
WATERHalve the water associated with the consumer use  of our products by 2020. OUR WATER IMPACT PER CONSUMER USE HAS REDUCED BY AROUND 2% SINCE 2010	Natural
IMPROVING HEALTH  AND WELL-BEINGBy 2020 we will help more than a billion people take action to improve their health and well-being	Social_Relationship
REDUCING ENVIRONMENTAL IMPACTBy 2020 our goal is to halve the environmental footprint of the making and use of our products  as we grow our business.	Natural
ENHANCING LIVELIHOODSBy 2020 we will enhance the livelihoods of millions of people  as we grow our business.	Social_Relationship
"We cannot achieve our Vision to double our size unless we find new ways to operate that decouple growth from our environmental impact, while using growth as an enabler for positive social impact. Launched in 2010, the Unilever Sustainable Living Plan (USLP) is our blueprint for sustainable growth. It is helping to drive profitable growth for our brands, save costs and fuel innovation. The USLP sets out three big, ambitious goals. Underpinning these goals are nine commitments supported by targets spanning our social and environmental performance"	Social_Relationship
"We are making good progress with our first goal: to help more  than a billion people improve their health and well-being by  2020, reaching 397 million by the end of 2014. The progress  on our second goal is more mixed"	Social_Relationship
"We have achieved zero non-hazardous waste to landfill from our factories, and continue to make significant reductions in the greenhouse gas (GHG)"	Natural
"and water impacts of our manufacturing. But the consumer element of our target to halve the water and GHG impacts of  our products remains a challenge. On waste reduction, new technology such as the roll-out of compressed deodorant sprays and our new Dove Body Wash bottles has enabled reductions"	Natural
"On our third goal, we are also making good progress. We are  now sourcing more than half our agricultural raw materials sustainably and have reached around 800,000 smallholder farmers with help and training. We have created 70,000 women micro-entrepreneurs distributing our products in India while making progress on our new commitments to enhance livelihoods across the value chain.More on our performance against our targets can be found in our online Sustainable Living Report 2014 to be published in May 2015"	Social_Relationship
"HEALTH AND HYGIENEBy 2020 we will help more than a billion people to improve their health and hygiene. This will help reduce the incidence of  life-threatening diseases like diarrhoea.AROUND 397 MILLION PEOPLE REACHED BY END 2014 THROUGH  OUR PROGRAMMES  ON HANDWASHING, SAFE DRINKING  WATER, SANITATION, ORAL HEALTH AND SELF-ESTEEM"	Social_Relationship
GREENHOUSE GASESHalve the greenhouse gas impact of our products across the lifecycle by 2020.OUR GREENHOUSE GAS IMPACT PER CONSUMER USE HAS INCREASED BY AROUND 4% SINCE 201	Natural
WASTEHalve the waste associated with  the disposal of our products by 2020.OUR WASTE IMPACT PER CONSUMER USE HAS REDUCED BY AROUND 12% SINCE 2010	Natural
FAIRNESS IN THE WORKPLACEBy 2020 we will advance human rights across our operations and extended supply chain.BY MARCH 2015 OUR KEY STRATEGIC SUPPLIERS (AROUND 200 LARGE COMPANIES) WILL MEET OUR RESPONSIBLE SOURCING POLICY’S MANDATORY CRITERIA	Social_Relationship
"INCLUSIVE BUSINESSBy 2020 we will have a positive impact on the lives of 5.5 million people.IN PARTNERSHIP WITH OUR AGRICULTURAL SUPPLIERS AND OTHER PARTNERS, WE HELPED 800,000 SMALLHOLDER FARMERS GAIN ACCESS TO TRAINING AND SUPPORT BY END 2014"	Social_Relationship
"Our Nutrition, Water and Greenhouse Gases commitments, and Health and Hygiene targets for handwashing and safe drinking  water, are independently assured by PwC. For details and the basis of preparation see"	Natural
n	Natural
Our other commitments and targets are subject to internal verification. For details of the definitions and reporting periods  used in the preparation of these commitments and targets see our Sustainable Living Report 2014 to be published in May 2015  at www.unilever.com/sustainable-living	Natural
"Our water metric measures the water we add to the product plus the water used by consumers with our products in seven water-scarce countries. From 2014 we are reporting against our five water-using sub-categories (laundry, hair care, oral care, skin cleansing and household care) in these countries. Of Unilever’s 12 sub-categories, these five represent 99% of our absolute water impact (as measured by our metric"	Natural
	
"E-commerce, driven by the rapid take-up of smartphones and tablets, is an increasingly significant distribution channel. In the retail market, FMCG e-commerce sales are growing and account for 1.2% of total sales, although on current trends this is expected to double to 2.4% by 2020"	Financial
"In some developed markets, such  as the UK, e-commerce is already  up to 5% of FMCG sales. Online shoppers can be up to 25% more loyal, while e-commerce  also offers FMCG companies the opportunity of round-the-clock shopping, access to new consumers, improved margins and easier  product launches"	Financial
"UNILEVER OPERATES IN FAST MOVING CONSUMER GOODS (FMCG) MARKETS WHICH INVOLVE THE MANUFACTURE, DISTRIBUTION AND MARKETING OF BRANDED PRODUCTS ADDRESSING A BROAD RANGE OF EVERYDAY NEEDS INCLUDING FOOD, REFRESHMENT AND HOME AND  PERSONAL CARE"	Unclassified
The top 25 companies in the FMCG market  have global sales of approximately  US $870 billion.	Financial
"The market is characterised by high levels of competition between brands and FMCG companies are among the world’s biggest advertisers, accounting for about a fifth of all advertising expenditure"	Unclassified
ONSUMER CONFIDENCELevels of consumer confidence are critical to the FMCG market. Confidence has benefited from governments and central banks around the world engaging in various economic support programmes since the 2008 financial crisis	Social_Relationship
"But in 2014 the major trend in global consumption patterns was a marked slowdown, evidenced by a fall in growth rates in emerging economies, notably China, which is now growing at its slowest rate for five years, and Brazil, which is  in recession"	Unclassified
"nflation and a rising cost of living have squeezed consumers in emerging markets, while economies only narrowly missed falling back into recession in Europe. A small number of major markets, such  as the US and UK, saw better levels of economic activity but the outlook for consumer confidence remains weak. This broad economic trend was reflected  in our markets, which grew at around 2.5%"	Unclassified
