Text	Theme
"There is, however, still much to complete. The regulatory reform agenda for 2015 is very full with pending public policy decisions, regulatory consultations and impact studies in areas of far reaching influence to the structure of our industry. These include the conclusion of structural separation deliberations in Europe, further work on so called ‘shadow banking’ including identifying non-bank systemically important institutions, addressing the resolution framework for central counterparties, finalising the calibration of the leverage ratio, calibrating the quantum of total loss absorbing capacity to be raised and settling the disposition of that capacity within global group"	Unclassified
Restoration of trust in our industry remains a significant challenge as further misdeeds are uncovered but it is a challenge we must meet successfully	Social_Relationship
"In addition, further work will be undertaken on utilising standardised risk weights to overcome regulatory loss of confidence in internally modelled capital measures and a ‘fundamental review of the trading book’ is also underway within the regulatory community to look again at capital support for this activity. These measures, which in aggregate are designed to make the industry structurally more stable, will take the next five or so years to implement, an indication of the scale of the transformation to be completed"	Unclassified
"During 2014, the UK government also confirmed the permanence of the UK bank levy. This was introduced in 2010, in part to address the burden borne by taxpayers from failures during the global financial crisis; in 2014, the cost to HSBC of the levy was US$1.1bn, an increase of US$0.2bn over 2013. 58% of the levy we pay does not relate to our UK banking activity"	Unclassified
Rebuilding trust Restoration of trust in our industry remains a significant challenge as further misdeeds are uncovered but it is a challenge we must meet successfully. We owe this not just to	Social_Relationship
society but to our staff to ensure they can be rightly proud of the organisation to which they have committed their careers. When commentators extrapolate instances of control failure or individual misconduct to question the culture of the firm it strikes painfully at the heart of our identity	Social_Relationship
Swiss Private Bank The recent disclosures around unacceptable historical practices and behaviour within the Swiss private bank remind us of how much there still is to do and how far society’s expectations have changed in terms of banks’ responsibilities. They are also a reminder of the need for constant vigilance over the effectiveness of our controls and the imperative to embed a robust and ethical compliance culture	Social_Relationship
We deeply regret and apologise for the conduct and compliance failures highlighted which were in contravention of our own policies as well as expectations of us.	Social_Relationship
"n response to, and in parallel with, the tax investigations prompted by the data theft more than eight years ago, we have been completely overhauling our private banking business, putting the entire customer base through enhanced due diligence and tax transparency filters. Our Swiss Private Bank customer base and the countries we serve are now both about one-third of the size they were in 2007."	Social_Relationship
"n addition, HSBC is already working to implement the OECD’s Common Reporting Standard and other measures to foster greater transparency. We cannot change the past. But, looking to the future, we can and must reinforce controls and provide demonstrable evidence of their effectiveness. This forms part of our commitment to Global Standards, to ensure that we will never knowingly do business with counterparties seeking to evade taxes or use the financial system to commit financial crime"	Social_Relationship
"Banking standards More broadly, following the publication in 2013 of the Parliamentary Commission on Banking Standards, considerable progress has been made in giving effect to its recommendations. The Financial Services (Banking Reform) Act of 2013 provided greater clarity on the accountabilities and responsibilities of management and the Board. We welcome the appointment of Dame Colette Bowe to lead the Banking Standards Review Council and have committed to support her fully in its work. The current Fair and Effective Markets"	Unclassified
	
"Review being conducted by the Bank of England, Her Majesty’s Treasury and the Financial Conduct Authority is an extremely timely and important exercise to re-establish the integrity of wholesale financial markets"	Unclassified
"In terms of our own governance of these areas, the Conduct & Values Committee of the Board that we created at the beginning of 2014 to focus on behavioural issues has established itself firmly as the central support to the Board in these important areas"	Social_Relationship
Board changes Since we reported at the interim stage we have taken further steps to augment the skills and experience within the Board and to address succession to key roles.	Human
"On 1 January 2015, Phillip Ameen joined the Board and the Group Audit Committee as an independent non-executive Director. Phil was formerly Vice President, Comptroller and Principal Accounting Officer of General Electric Corp. He brings with him extensive financial and accounting experience gained in one of the world’s leading international companies as well as a depth of technical knowledge from his long service in the accounting standard setting world. As a serving Director on HSBC’s US businesses he also brings further detailed insight to Group Board discussions and enhances the strong links that already exist between the Group Board and its major subsidiaries"	Human
"He has been a considerable support to me and to Stuart Gulliver, in addition to his role leading the non-executives, and we are all delighted that we shall continue to benefit from his wisdom and experience."	Human
150th anniversary 2015 marks the 150th anniversary of our founding back in Hong Kong and Shanghai as a small regional bank focused on trade and investment. All of us within HSBC owe a huge debt of gratitude and respect to our forebears who charted the course that has taken HSBC to one of the most important institutions serving the financial needs of this inter-dependent world.	Unclassified
"It is impossible not to reflect on the very broad range of uncertainties and challenges to be addressed in 2015 and beyond, most of which are outside our control, particularly against a backdrop of patchy economic recovery and limited policy ammunition"	Unclassified
"Unexpected outcomes arising from current geopolitical tensions, eurozone membership uncertainties, political changes, currency and commodity price realignments, interest rate moves and the effectiveness of central banks’ unconventional policies, to name but a few, all could materially affect economic conditions and confidence around investment and consumption decisions. One economic uncertainty stands out for a major financial institution headquartered in the UK, that of continuing UK membership of the EU. Today, we publish a major research study which concludes that working to complete the Single Market in"	Unclassified
"ervices and reforming the EU to make it more competitive are far less risky than going it alone, given the importance of EU markets to British trade"	Unclassified
"There are also many underlying positive trends that shape our thinking about the coming year. We are very encouraged by the trends in outward investment from China, the potential for further liberalisation and internationalisation of the renminbi and the reshaping of the Chinese economy from export dependence to domestic consumption."	Unclassified
We are positive on the opportunities that will arise from Capital Markets Union within Europe and the declared focus of the incoming Commission on growth and jobs	Unclassified
. The strength of the US economy and the benefits of lower oil prices should be positive drivers of growth. There is much to be gained from successful negotiation of the Transatlantic Trade and Investment Partnership and the Trans-Pacific Partnership. Current attention on funding infrastructure investment globally is potentially of huge significance	Unclassified
"Finally, on behalf of the Board, I want again to express our thanks and gratitude to our 266,000 colleagues around the world who worked determinedly in 2014 to build an HSBC fit for the next 150 years"	Unclassified
	
"Profits disappointed, although a tough fourth quarter masked some of the progress made over the preceding three quarters. Many of the challenging aspects of the fourth quarter results were common to the industry as a whole. In spite of this, there were a number of encouraging signs, particularly in Commercial Banking, Payments & Cash Management and renminbi products and services. We were also able to continue to grow the dividend"	Financial
"Reported profit before tax in 2014 was US$18.7bn, US$3.9bn lower than in the previous year. This reflected lower gains from disposals and reclassifications, and the negative effect of other significant items, including fines, settlements, UK customer redress and associated prov"	Financial
"Adjusted profit before tax, which excludes the year-on-year effects of currency translation differences and significant items, was US$22.8bn, broadly unchanged on 2013."	Financial
"Asia continued to provide a strong contribution to Group profits. Middle East and North Africa reported a record profit before tax in 2014. Together, Asia and MENA generated more than 70% of adjusted Group profit before tax. Commercial Banking also delivered a record reported profit, which is evidence of the successful execution of our strategy. Revenue in CMB continued to grow"	Financial
"Global Banking and Markets performed relatively well for the first three quarters of the year, but, like much of the rest of the industry, suffered a poor fourth quarter. Revenue was lower in 2014, particularly in our Markets businesses, but all other client-facing businesses delivered year-on-year growth"	Financial
"Revenue was also lower in Retail Banking and Wealth Management, due primarily to the continuing repositioning of the business. However, in our Global Asset Management business we continued our strategy of strengthening collaboration across our global businesses, which helped to attract net new money of US$29b"	Financial
"Global Private Banking continues to undergo a comprehensive overhaul which was accelerated from 2011. As part of this overhaul, we are implementing tough financial crime, regulatory compliance and tax transparency measures. In order to achieve our desired business model and informed by our six filters process, we have also sold a number of businesses and customer portfolios, including assets in Japan, Panama and Luxembourg"	Social_Relationship
"The number of customer accounts in our Swiss Private Bank is now nearly 70% lower than at its peak. We continued to remodel the Private Bank in 2014, which included the sale of a customer portfolio in Switzerland to LGT Bank"	Financial
"was a reduction in revenue. We have also grown the parts of the business that fit our new model, attracting US$14bn of net new money in 2014, mostly through clients of Global Banking & Markets and Commercial Banking."	Financial
"Loan impairment charges were lower, reflecting the current economic environment and the changes we have made to our portfolio since 2011. Operating expenses were higher due to increased regulatory and compliance costs, inflationary pressures and investment in strategic initiatives to support growth, primarily in Commercial Banking in Asia and Europe. Significant items, which include restructuring costs, were also higher than last year."	Unclassified
We agreed settlements in respect of inquiries by the UK Financial Conduct Authority and the US Commodity Futures Trading Commission into the foreign exchange market in 2014. HSBC was badly let down by a few individuals whose actions do not reflect the vast majority of employees who uphold the values and standards expected of the bank. This matter is now rightly in the hands of the Serious Fraud Office	Unclassified
"Our balance sheet remained strong, with a ratio of customer advances to customer accounts of 72%. Excluding the effects of currency translation, customer loans and advances grew by US$28bn during 2014"	Social_Relationship
"Connecting customers to opportunities 2015 is HSBC’s 150th anniversary. Founded in Hong Kong in 1865 to finance local and international trade, the bank expanded rapidly to capture the increasing flow of commerce between Asia, Europe and North America. Our ability to connect customers across the world remains central to the bank’s strategy today and in 2014 we continued to develop and grow the product areas that rely on international connectivit"	Social_Relationship
Our market-leading Global Trade and Receivables Finance business remains strong and we were voted best global trade finance bank and best trade finance bank in MENA in the Global Trade Review ‘Leaders In Trade’ Awards	Unclassified
2014 was a challenging year in which we continued to work hard to improve business performance while managing the impact of a higher operating cost environment	Financial
	
O	Financial
"In Payments and Cash Management, we increased customer mandates and improved client coverage. We were recognised as the best global cash management bank for the third successive year in the 2014 Euromoney Cash Management Survey"	Financial
"Our share of the capital financing market continued to improve and we were ranked number one for debt capital markets in our home markets of the UK and Hong Kong, and number one for Equity Capital Markets in Hong Kong by Dealogic. HSBC was also named global bond house of the year, global derivatives house of the year and Asian bond house of the year in the International Financing Review Awards 2014."	Financial
"We consolidated our leadership of the rapidly growing renminbi market in 2014. According to SWIFT, the renminbi is now the fifth most widely used payment currency in the world, up from 13th just two years ago"	Unclassified
"We increased revenue from renminbi products and retained our ranking as number one issuer of offshore renminbi bonds worldwide over the last twelve months. HSBC was also recognised as the best overall provider for products and services in Asiamoney’s Offshore Renminbi Services Survey in 2014, and renminbi house of the year in the 2014 Asia Risk Awards"	Financial
Operating a global business It is already clear that the regulatory costs of operating a global business model have increased since we announced our strategy for HSBC in 2011	Unclassified
"As the Group Chairman’s Statement explains, the regulatory environment continues to evolve.   Our commitment to be the world’s leading international bank means that improving our regulatory and compliance abilities and implementing Global Standards must remain priorities for HSBC. Our Compliance staff headcount has more than doubled since 2011 and there is more work still to do to strengthen the Group’s compliance capability."	Social_Relationship
"At the same time, the level of capital that we hold has increased by over 60% since before the financial crisis. Specifically, we have further strengthened our capital levels in response to increasing capital"	Financial
"Whilst we expected an increase in the amount of capital we were required to hold when setting targets for the Group in 2011, we could not have foreseen the full extent of the additional costs and capital commitment that would subsequently be asked of us. The pace of change has been exceptional. As a consequence, some of the targets that we set for the Group in 2011 are no longer realistic"	Financial
"In recognition of that fact, we have set new medium-term targets that better reflect the ongoing operating environment.   We are setting a revised return on equity target of more than 10%. This target is modelled using a common equity tier 1 capital ratio on a CRD IV end point basis in the range of 12% to 13%"	Financial
"Our cost target will be to grow our revenue faster than costs (‘positive jaws’) on an adjusted basis.  We are also restating our commitment to grow the dividend. To be clear, the progression of dividends should be consistent with the growth of the overall profitability of the Group and is predicated on our ability to meet regulatory capital requirements in a timely manner.  These targets offer a realistic reflection of the capabilities of HSBC in the prevailing operating environment"	Financial
"Our employees I am grateful for the hard work, dedication and professionalism of all of our employees in 2014"	Human
"Extensive work was required to prepare HSBC for stress tests in a number of jurisdictions throughout the year, the results of which confirmed the capital strength of the Group. HSBC will face additional stress testing in 201"	Unclassified
We all have to work continuously to make sure that the Group remains compliant with anti-money laundering and sanctions legislation and this effort continued in 2014.	Social_Relationship
Management and staff across the Group continued to work very closely with the Monitor to deliver our commitments under the terms of our December 2012	Social_Relationship
"ettlement agreements with the US authorities and the UK Financial Conduct Authority. We have now received the second annual report from the Monitor. Whilst it confirmed that we continue to comply with the obligations we undertook in the Deferred Prosecution Agreement with the US Department of Justice, as we expected we still have substantial work to do."	Unclassified
"Summary and outlook The business remains in a good position structurally to capitalise on broader market trends and the macroeconomic backdrop remains favourable, notwithstanding the continuing low interest rate environment.  There are still a number of historical issues left to resolve and we will make further progress on these in 2015. We will also continue the work we started in 2011 to simplify the Group to make it easier to manage and contro"	Unclassified
"Our 2014 results show a business powered by our continued strength in Hong Kong, with significant additional contributions from the rest of Asia and the Middle East and North Africa.  The continuing success of Commercial Banking and the resilience of our differentiated Global Banking & Markets business illustrate the effectiveness of our strategy to bridge global trade and capital flows. Retail Banking & Wealth Management remains a work in progress, but we took considerable further steps to de-risk the business in 2014. Global Private Banking continues to attract net new money from clients in our other global businesses. We maintain a sharp focus on generating net savings to offset increased costs arising from inflation, and the cost of implementing global standards.  Our early 2015 performance has been satisfactory. We continue to focus on the execution of our strategy and on delivering value to shareholders"	Unclassified
	
Value creation  and long-term sustainability  We continue to follow the vision for HSBC we first outlined in 2011 along with the clear strategy that will help us achieve it. Our strategy guides where and how we seek to compete. We constantly assess our progress against this strategy and provide regular updates to stakeholders.	Social_Relationship
"Through our principal activities – making payments, holding savings, enabling trade, providing finance and managing risks – we play a central role in society and in the economic system. Our target is to build and maintain a business which is sustainable in the long term"	Social_Relationship
"How we create value Banks, and the individuals within them, play a crucial role in the economic and social system, creating value for many parties in different ways"	Social_Relationship
"ecurely and conveniently deposit their savings. We allow funds to flow from savers and investors to borrowers, either directly or through the capital markets. The borrowers use these loans or other forms of credit to buy goods or invest in businesses. By these means, we help the economy to convert savings which may be individually short-term into financing which is, in aggregate, longer term. We bring together investors and people looking for investment funding. We develop new financial products. We also facilitate personal and commercial transactions by acting as payment agent both within countries and internationally. Through these activities, we take on risks which we then manage and reflect in our prices."	Unclassified
"commercial mortgages and overdrafts, and term loan facilities. We finance importers and exporters engaged in international trade and provide advances to companies secured on amounts owed to them by their customers"	Unclassified
"We also offer additional financial products and services including broking, asset management, financial advisory services, life insurance, corporate finance, securities services and alternative investments. We make markets in financial assets so that investors have confidence in efficient pricing and the availability of buyers and seller"	Unclassified
"We provide these products for clients ranging from governments to large and mid-market corporates, small and medium-sized enterprises, high net worth individuals and retail customers. We help customers raise financing from external investors in debt and equity capital markets. We create liquidity and price transparency in these securities allowing investors to buy and sell them on the secondary market. We exchange national currencies, helping international trade."	Unclassified
"We offer products that help a wide range of customers to manage their risks and exposures through, for example, life insurance and pension products for retail customers and receivables finance or"	Unclassified
ocumentary trade instruments for companies. Corporate customers also ask us to help with managing the financial risks arising in their businesses by employing our expertise and market access.	Unclassified
"An important way of managing risks arising from changes in asset and liability values and movements in rates is provided by derivative products such as forwards, futures, swaps and options. In this connection, we are an active market-maker and derivative counterparty. Customers use derivatives to manage their risks, for example, by"	Unclassified
"sing forward foreign currency contracts to hedge their income from export sales or costs of imported materials; –  using an inflation swap to hedge future inflation-linked liabilities, for example, for pension payments; –  transforming variable payments of debt interest into fixed rate payments, or vice versa; or –  providing investors with hedges against movements in markets or particular stocks"	Unclassified
	
"We charge customers a spread, representing the difference between the price charged to the customer and the theoretical cost of executing an offsetting hedge in the market. We retain that spread at maturity of the transaction if the risk management of the position has been effective."	Unclassified
"We then use derivatives along with other financial instruments to constrain the risks arising from customer business within risk limits. Normally, our customers both buy and sell relevant instruments, in which case our focus is on managing any residual risks through transactions with other dealers or professional counterparties. Where we do not fully hedge the residual risks we may gain or lose money as market movements affect the net value of the portfolio."	Unclassified
techniques are also used to ensure that potential losses remain within our risk appetite under a wide range of potential market scenarios	Unclassified
"In addition, we manage risks within HSBC, including those which arise from the business we do with customers. For further information on our risks, see page 21, and on how we manage them, see page 24"	Unclassified
"Long-term sustainability At HSBC, we understand that the continuing financial success of our business is closely connected to the economic, environmental and social landscape in which we operate. For us, sustainability means building our business for the long term by balancing social, environmental and economic considerations in the decisions we make. This enables us to help businesses thrive, reward shareholders and employees, pay taxes and duties i"	Social_Relationship
"the countries in which we operate and contribute to the health and growth of communities. Achieving a sustainable return on equity and long-term profit growth is built on this foundation. How we do business is as important as what we do: our responsibilities to our customers, employees and shareholders as well as to wider society go far beyond simply being profitable. These include our consistent implementation of the highest standards everywhere we operate to detect, deter and protect against financial crime"	Social_Relationship
"Sustainability underpins our strategic priorities and enables us to fulfil our purpose. Our ability to identify and address environmental, social and ethical developments which present risks or opportunities for the business contributes to our financial success. Sustainable decision-making shapes our reputation, drives employee engagement and affects the risk profile of the business – and can help reduce costs and secure new revenue stream"	Social_Relationship
"Our international presence and the long-established position of many of our businesses in HSBC’s home and priority growth markets, when combined with our wide-ranging portfolio of products and services, differentiate HSBC from our competitors and give our business and operating models an inherent resilience. This has enabled the Group to remain profitable through the most turbulent of times for our industry, and we are confident that the models will continue to stand us in good stead in the future and will underpin the achievement of our strategic priorities."	Intellectual
"Our business and operating models are described in more detail on page 12. For further information about sustainability at HSBC, see page"	Unclassified
HSBC Values Embedding HSBC Values in every decision and every interaction with customers and with each other is a top priority for the Group and is shaping the way we do business.	Social_Relationship
"The role of HSBC Values in daily operating practice is fundamental to our culture, and is particularly important in light of developments in regulatory policy, investor confidence and society’s expectations of banks. HSBC Values are integral to the selection, assessment, recognition, remuneration and training of our employees. We expect our executives and employees to act with courageous integrity in the execution of their duties in the following ways:"	Social_Relationship
"Be dependable and do the right thing –  stand firm for what is right, deliver on commitments, be resilient and trustworthy;  –  take personal accountability, be decisive, use judgement and common sense, empower others. Be open to different ideas and cultures  –  communicate openly, honestly and transparently, value challenge, learn from mistakes; –  listen, treat people fairly, be inclusive, value different perspectives. Be connected with our customers, communities, regulators and each other –  build connections, be externally focused, collaborate across boundaries; –  care about individuals and their progress, show respect, be supportive and responsive."	Social_Relationship
	
"The world economy is becoming ever more interconnected, with growth in world trade and cross-border capital flows continuing to outstrip growth in average gross domestic product. Over the next decade we expect growth in trade and capital flows to outstrip GDP growth and 35 markets to generate 85% of world trade growth with a similar degree of concentration in cross-border capital flows"	Unclassified
"Of the world’s top 30 economies, we expect those of Asia, Latin America, the Middle East and Africa to have increased by around four-fold in size by 2050, benefiting from demographics and urbanisation. By this time they will be larger than those of Europe and North America combined. By 2050, we expect 18 of the 30 largest economies will be from Asia, Latin America or the Middle East and Africa"	Unclassified
.	Unclassified
What matters in this environment is:–  having an international network and global product capabilities to capture international trade and movements in capital; and –  being able to take advantage of organic investment opportunities in the most attractive growth markets and maintaining the capacity to invest.	Intellectual
"HSBC’s competitive advantages come from: –  our meaningful presence in and long-term commitment to our key strategic markets; –  our business network, which covers over 85% of global trade and capital flows;  –  our balanced business portfolio centred on our global client franchise; –  our strong ability to add to our capital base while also providing competitive rewards to our staff and good returns to our shareholders"	Intellectual
"our stable funding base, with about US$1.4 trillion of customer accounts of which 72% has been advanced to customers; and  –  our local balance sheet strength and trading capabilities in the most relevant financial hubs."	Financial
"Responding to these long-term trends, we have developed a two-pronged approach that reflects our competitive advantages: –  A network of businesses connecting the world. HSBC is well positioned to capture growing international trade and capital flows. Our global reach and range of services place us in a strong position to serve clients as they grow from small enterprises into large multi-nationals through our Commercial Banking and Global Banking & Markets businesses"	Intellectual
"Wealth management and retail with local scale. We aim to capture opportunities arising from social mobility and wealth creation in our priority growth markets across Asia, Latin America and the Middle East, through our Premier proposition and Global Private Banking business. We expect to invest in full scale retail businesses only in markets where we can achieve profitable scale."	Intellectual
	
Market presence Our business model is based on an international network connecting and serving a cohesive portfolio of markets	Intellectual
