Text	Theme
"increasingly, our offices are in mixed-use environments which include  retail and residential elements"	Unclassified
"uk retail and leisureAs the uk’s largest listed owner and manager of retail space, our portfolio  is well matched to the different ways people shop today, from major regional shopping centres to single occupier locations. We are focused on being  the preferred destination for retailers and their customers by being the  best provider of spaces and services."	Unclassified
"our properties are home  to over 1,000 different organisations and are places where over 99,000 people work or live. they are visited around 300 million times each year."	Unclassified
	
"the way people are shopping is clearly changing  but physical space remains a core part of the buying experience for consumers. our understanding of  consumers and what they want ensures we continue  to create the very best environments where people choose  to shop and spend their time and where retailers want to be.  getting the right food and leisure offer is playing an increasingly important role in attracting shoppers and encouraging them  to stay longer, helping our occupiers to generate sales and  achieve their goals."	Social_Relationship
"our recently opened Whiteley shopping is a great example  of how we can bring together insights and best practice from  across our business. it is why we were able to attract leading  high street brands such as fat face and Joules who chose  to open their first out-of-town stores at Whiteley shopping.  it is why the cinema and all restaurant units in our forthcoming leisure extension are already pre-let or under offer, 12 months before opening. Whiteley shopping has rapidly become a  preferred destination for retailers and shoppers. it was voted  ‘Best Medium sized shopping centre Development in europe’  by the international council of shopping centres in 2014"	Unclassified
"the architecture has an extra level of  quality, which combined with the environmental  credentials rang true with our brand, and  therefore is what appeals to our customers"	Social_Relationship
	
	
"companies from around the world are choosing london  as a place to do business. great working environments, particularly those which have good transport links,  are increasingly important in attracting and retaining  the best people. as well as good buildings to work in, great environments have places to shop and enjoy leisure time.  People are also choosing to live in the best of these environments"	Manufactured
"regent’s Place is a great example of how we are able to create outstanding work environments for london by understanding  our occupiers’ needs and working closely with the local  community. its high-quality offices, well served by major  transport links, are enhanced by restaurants, shops, a health  club, a theatre, art studios, a children’s nursery and landscaped  open space. as a result, this 13-acre campus has attracted  a broad range of businesses from around the world:  from banking to oil and gas, to media and technology,  including one of our newest occupiers, facebook. We have  also provided 150 high-end apartments for people to buy  along with 160 more affordable homes for people to rent."	Manufactured
98%OccuPancy rate 6.4% annual increase  in value since 2009	Financial
We are delighted to be moving  to regent’s Place and joining a vibrant business community. our new office  space will transform the way we work  together as a company	Manufactured
	
	
"reflecting upon my first full  year as chairman, it is notable how active British land has been: two major acquisitions,  a new joint venture partner at Broadgate, a substantial new retail opening, and a significant new landmark on the london skyline, to name just a few  of the highlights of the past  12 months. this was achieved while continuing to deliver strong operational performance and maintaining a robust balance sheet"	Unclassified
"overall, this is testament to the management team’s commitment to operational excellence and delivery of total shareholder returns"	Unclassified
"Underlying pre-tax profit of £297 million was  up 8.4% reflecting the successful investment  of our equity placing proceeds, rents from recently completed developments and higher like-for-like rental growth."	Financial
"the value of our portfolio now stands at £12.0 billion and naV  is up to 688 pence per share. the Board  has recommended a fourth quarter dividend  of 6.75 pence per share making a total of  27.0 pence per share for the year, an increase  of 2.3% over the prior year. for 2014/15 we are proposing a dividend increase of 2.5%. the combination of naV growth and dividend gives  a total accounting return of 20.0%"	Unclassified
"over the past four years, the management team has been reshaping our business and  the strong results we reported this year are evidence of this strategic direction."	Unclassified
"We have greater weighting to london and the south east, and importantly, within london, we are well positioned with more assets in the West end and ‘up-and-coming’ areas. as the retail environment continues to evolve, we have been investing in and future proofing our own retail portfolio to better reflect the way people shop. finally, we completed eight developments  in the last 12 months and have been active  in replenishing the pipeline with a combination  of new and existing assets that offer  significant potential."	Manufactured
"strategically during the period we invested the proceeds of our equity placing carefully, but ahead of plan. We bolstered our development portfolio which will provide the business with opportunities out into the medium term"	Manufactured
"our acquisition of Paddington central in  July, to me, encapsulates all the qualities of  British land. this was a complex transaction, with multiple vendors and issues to resolve. British land’s ability to rapidly understand and address them, combined with our significant financing resources, meant we were able  to acquire a very attractive asset at a highly competitive price. it is the combination of skill and scale that allows British land to extract significant value from opportunities that very few others could. With our strong asset management experience, in particular that developed at regent’s Place and Broadgate,  we are confident in our ability to add further value by creating an attractive environment  in which people want to work, live and shop"	Manufactured
"the achievements of the year are all the more notable given they have been delivered by  a very small team in ftse 100 terms of just  over 240 employees. With a rigorous focus  on operational efficiencies, British land is comprised of a small, but highly-effective team of industry experts. as part of our commitment to our employees, we have continued to invest in training our staff to hone their skills and develop their careers. i would like to take this opportunity to thank the team for their hard work during the year."	Human
"the importance of good corporate governance cannot be understated. as a Board, we focus continually on enhancing our effectiveness  as well as embracing the changes to the UK corporate governance code and the changes to it that have come into force during the year."	Unclassified
"in september richard Pym stood down as  non-executive Director and chairman of the audit committee. We appointed tim score  to the Board in March as a non-executive Director and chairman of the audit committee. His experience and insights, given his role  as cfo of a leading ftse 100 company,  will further strengthen the expertise and composition of the Board. i would like to thank aubrey adams for his role as chairman of  the company’s audit committee during the interim period and the extremely valuable contribution he made."	Unclassified
"further developments in our governance structure during the year included the establishment of a new management committee, the operations committee,  which has been formed to improve the  flow of information between the executive committee and the wider company and  improve the quality of strategic and tactical decisions that are made"	Unclassified
"our business does not operate in isolation:  our performance is underpinned by strong relationships with our occupiers, partners, suppliers, employees and the communities  in which we operate. our occupiers are some  of the best businesses globally with whom we work closely to understand their requirements and create places they, their employees and customers want to use. our partners are some of the most respected investors and retailers. Partnerships with the likes of norges Bank  and gic further enable us to make the most  of significant, large-scale opportunities"	Social_Relationship
	
"Managing our social, environmental and economic impacts is central to how we  do business, adding value to our assets  and delivering value to our shareholder"	Social_Relationship
"all members of our executive committee  have a corporate responsibility target linked  to their variable remuneration. We continue  our efforts to improve understanding of how social and environmental factors add value.  We are working with the Prince’s accounting for sustainability Project to put sustainability  at the heart of business decision making, strategy and reporting. our latest research highlights the social benefits and commercial results of our 30-year involvement at  regent’s Place, and our partnership with  the local community and camden council."	Social_Relationship
"as we emerge from the shadow of global recession, we remain confident for the prospects for the business in our chosen markets and locations. against an improving economic backdrop, British land is well positioned for the future with a highly attractive portfolio of assets; extensive and resilient financing capacity and a highly-motivated and committed team of experts. i look towards  the coming year as we continue to build upon our successes."	Unclassified
	
"the business is in good  shape and we’ve delivered a strong set of results. We have benefited from strengthening occupational and investment markets but the decisions  and actions we have taken  both this year and in previous years have been a significant contributor to our performance, driving around half our  valuation uplif"	Unclassified
full-year results presentation www.britishland.com/resultsfull-year results 2014 video www.britishland.com/investorsPerformance review P43–55	Unclassified
it has been a good year for British land and our business is performing well. We have executed well against the plan we set out last year.  the decisions and actions we have taken both this year and in previous years continue to be  a key driver of our performance along with the strengthening of our markets	Unclassified
"During our 2014 financial year, we successfully invested the proceeds of our equity placing ahead of schedule, acquiring attractive assets at good prices. assets such as Paddington central, where we can create attractive environments; places people prefer to work, shop and live in and which are integrated into their local communities."	Manufactured
"We made major strides replenishing our london development potential giving us a significant pipeline of near and medium-term opportunities. in retail,  we took advantage of stronger investment markets to sell mature assets, redeploying  the capital into properties with more attractive prospective returns, such as southgate, Bath. We took advantage of improving debt markets to raise new competitively priced finance, providing us with additional flexible capital  to support the future growth of the business"	Unclassified
"as economic confidence has improved in the UK, and debt finance more broadly available, the market environment has become significantly more favourable, particularly  in the second half of our financial year. Domestic and international investors were more active, driving a higher volume of transactions with a consequent tightening  of yields. capital returns outside london strengthened, although london continued to outperform all other markets, driven both by stronger investment and occupational markets. the UK retail market materially improved, particularly from an investment perspective. retailers are now undoubtedly more positive, not only in the outlook for consumer spending, but also the place that physical space plays in their omni-channel strategies."	Unclassified
"our underlying pre-tax profits were 8.4%  ahead at £297 million as we invested the placing proceeds, benefited from development lettings and like-for-like rental growth improved. Underlying ePs at 29.4 pence  was 3.0% lower, primarily as the result of the disposals we made last year."	Financial
"our dividend  is 2.3% up at 27.0 pence, in line with previous announcements, reflecting our successful"	Unclassified
"investment of the placing proceeds and success in letting up developments.  ePra net asset Value increased by 15.4% to 688 pence per share. taking into account the impact of the dividend, and the increase in  net asset Value, we delivered an overall total accounting return for the period of 20.0%. reflecting our confidence in the coming year, the Board is proposing a quarterly dividend  of 6.92 pence per share, or 27.68 pence per share for the full-year, an increase of 2.5%"	Unclassified
"We generated total property returns of 14.2% and capital returns of 8.9%, once again outperforming the iPD benchmark, by 60 bps and 140 bps respectively. our UK portfolio valuation uplift was 8.3% with our actions – asset management and development – driving around half the uplift and the balance coming from market yield shift. the strengthening performance was especially notable within our london office and residential portfolio where values were 14.5% higher. our retail valuations were 4.4% ahead reflecting our active asset management and improving market sentiment. across our portfolio, rental values were 3.0% ahead of 2013, compared with 1.7% for the market as a whole"	Financial
"Underpinning our business is the quality and sustainability of our rental income. it is these rental streams that enable us to support and increase the dividend and grow our business. our customer orientation, focus on landlord services and asset management ensure we continue to attract and retain high quality occupiers. We signed over 2.3 million sq ft of lettings and lease extensions during the year, with investment lettings signed on average 6.3% ahead of erV. our like-for-like occupancy was 130 bps ahead, reflecting the strength  of our letting activity. overall occupancy was down at 96.1% as we completed West end developments which were moved into the standing portfolio."	Financial
"Within our retail business, our operational metrics strengthened reflecting the quality  of the portfolio and our strong asset management. We signed 1.7 million sq ft of lettings and renewals with investment lettings and renewals 4.9% ahead of erV. With occupancy up 110 bps to 98.5%, our portfolio  is now virtually fully let. footfall was flat for  the year as a whole and up 1.2% in the second half, significantly outperforming the market."	Unclassified
	
"in offices, we made good progress with increased letting activity broadly balanced between standing investments and developments. overall, investment deals were signed at 8.4% ahead of erV. at regent’s Place we completed our development of 10–30 Brock street; 10 Brock street was fully let less than three months after practical completion to a diverse range of occupiers and the campus itself is now virtually full."	Unclassified
"at Paddington central, within our first months of ownership we have increased occupancy and are already making good progress on our plans to improve the campus. Post our year-end, we have seen an increase in occupier interest across our portfolio with over 150,000 sq ft of space let  or under offer on attractive rental terms."	Financial
our 2010 development programme is  nearing completion and has been substantially de-risked through lettings and residential sales. it has now generated £608 million of profit with a further £45 million estimated to come	Financial
"We have been actively replenishing our pipeline, including through the acquisition  of development sites at Paddington central  and an option agreement to develop at Blossom street, shoreditch. these take our recently committed and near-term pipeline to almost  2 million sq ft. We also have significant medium-term opportunities at existing sites including at eden Walk, Harmsworth and surrey Quays"	Unclassified
"access to flexible and cost effective financing  is a key differentiator for British land. it allows us to respond quickly to opportunities. our financial flexibility not only allows us to have ready access to financing to fund growth, but also allows us to access the capital markets  at the optimal time so taking advantage of improving financing terms. since 1 april 2013, we have raised £1.5 billion of new unsecured financing from a diverse range of lenders  on competitive terms. these included a  £200 million Us Private Placement with a  12-year term and a £785 million, five-year revolving credit facility."	Financial
key HigHligHts Of tHe yeartiMely  investMent   gross investment of £1.3 billion focused on london and the south east.  Placing proceeds invested ahead of plan accretive to ePs and naV.	Unclassified
PrOfitable develOPMent   completed five of our 2010 london developments on schedule –  total estimated profits of £636 million.  replenished development pipeline	Financial
	
"POsitiOning Our business  fOr future grOwtHover recent years, we have worked hard to build more growth into our business. We have actively invested more capital into improving occupational and investment markets while  at the same time re-shaping our portfolio.  We have positioned our business around several key themes, identified these trends early and invested accordingly. in total, we have undertaken £4.6 billion of gross investment activity over the last four years, made up of over £3 billion of acquisitions and development spend along with £1.6 billion of disposals. these trends have enduring relevance which we believe leaves our  business well positioned as we look ahead"	Unclassified
"ccupiers are much more focused on  the environments in which they operate. this  is a theme right across our business. that is why we talk about Places People Prefer. it is why we are investing at our office campuses  at Paddington central, Broadgate and regent’s Place and why we are investing to improve  the environments at our retail destinations  such as glasgow fort and Whiteley shopping"	Social_Relationship
"3.  iMPOrtance Of transPOrt infrastructurePublic transport will become more and more important in london. crossrail which opens  in 2018, is going to have a big impact. We now own more than £3 billion of real estate within  a stone’s throw of crossrail stations. at our Broadgate campus, the entrance to the station will be on the doorstep of 100 liverpool street, where we are planning a major refurbishment of the building. Paddington central will be just two minutes from Bond street on crossrail, effectively edging it into the West end"	Manufactured
"key rOle Of HigH-quality  PHysical retailshops will remain critical to retailers even  in an increasingly digitally enabled world. But success factors are changing. as retailers continue to focus their stores on the best space, it is our view that these locations will generate better sustainable long-term returns than other locations. that is why we have been so active buying, selling and developing and with £2.3 billion of activity in total over the last four years, we believe our retail business is much better placed as a result."	Unclassified
"looking to the next year, overall we remain positive about our property markets. across the UK as a whole, we are still in the early stages of an economic recovery and real  wages are only just starting to increase. from a property perspective, the differential between property and bond yields is still wide by historical standards. With interest rates expected to remain at low levels for the foreseeable future, property will remain an attractive source of income return. However, we have seen tightening of property yields earlier than many people expected, particularly in london, and so we see our key markets  as having rather different dynamics."	Unclassified
"n london offices, yields have tightened significantly and in the core markets are close to their ten year lows. However, occupational demand is strengthening at a time when development completions are relatively limited. so we continue to expect the market to perform but for this performance to be driven primarily by rental growth. With significant development space to let, we are well positioned to capture this grow"	Financial
We have positioned our business behind several  key themes and invested accordingly. these trends  have enduring relevance  which leave us well  positioned going forward  to take advantage of london’s continuing success and improving demand for  the best retail space	Unclassified
	
"in prime residential, we have already sold nearly all of the apartments developed as  part of our 2010 programme generating significant profits. Price growth has slowed  but we are comfortable with our position  given the bulk of our exposure is now at  clarges Mayfair which we bought in 2012  and where we are already on site. located  on Piccadilly near the ritz, and with  spectacular views over green Park, this  is an exceptional scheme and we expect  to generate good returns for shareholders"	Financial
"in retail, away from london, the cycle  is at an earlier stage. investor appetite  is strengthening with demand from both  domestic and international investors.  looking at our portfolio, we are still  significantly off trough yields, particularly  for some of our larger assets. from an occupational point of view, retailers are both more confident about the outlook for consumer spending and are clearer about the central  role that physical space plays within their  omni-channel strategies. so while they are looking to take more space, they are becoming ever more discerning about the space they  are willing to take. overall therefore, we are more positive about the potential for further yield compression in retail and expect rents  for high quality space to benefit over time  as consumer spending continues to improve"	Unclassified
"in terms of investment, we expect to be  more balanced in our acquisitions and disposals in the coming year. We will continue to take advantage of market strength to sell more mature retail assets and we have a number of assets under offer or in the market"	Unclassified
"although the market remains competitive,  we believe we can continue to take advantage  of more complex situations to make attractive acquisitions. We will also move forward progressively with our new development programme and expect to commit to  4 Kingdom street at Paddington in the  coming year."	Unclassified
"there are, of course risks, to all this. Political risks, both at home and abroad, are arguably greater than they were a year ago. these  of course may have an impact, but we draw considerable comfort from the strength  of our business and we look to the future  with confidence."	Unclassified
"Our PriOrities fOr tHe year aHead  Drive like-for-like income through active asset management.  Progress our existing development programme:–  deliver leadenhall and 5 Broadgate; and  –  lease up our remaining space in recently completed developments,  and selectively pre-let office space and pre-sell residential units  in our current developments.  Maintain strong occupier satisfaction, driven by our market-leading service.  accelerating our development pipeline:–  commit to new sites, such as 4 Kingdom street at Paddington;–  progress our medium and long-term developments, such as Blossom street in shoreditch, surrey Quays and Harmsworth Quays; and–  continue to build our pipeline by identifying new opportunities both  within and outside our portfolio.  employ our property and deal making skills to access  more complex property acquisitions as well as assets close  to our existing properties.  continue to reshape our retail portfolio: –  enhance our existing portfolio to meet the evolving needs of occupiers and consumers;–  take advantage of market strength to sell more mature assets; and–  invest in retail schemes which are preferred destinations or have the ability to be."	Unclassified
"exit europe.  Maintain our financial gearing within our 40% to 50% ltV  range. ltV may fall below this level due to phasing of recycling.  invest in our capabilities for the medium-term:–  in particular, invest in people, processes, analytics, technology  and marketing.  Maintain our one star rating in the Best companies  to Work for survey."	Unclassified
	
RIGHTPLACES   Well located.  great environments.  Modern buildings.  adaptable space.  efficient buildings.  sustainable.   integrated into the community.	Manufactured
CUSTOMERORIENTATION   strong occupier relationships.  Best customer service.   occupier and consumer insights.   engaged communities.	Financial
e	Social_Relationship
"EXPERTPEOPLE  experts in their field.  lean, flexible operating structure.  Values led"	Human
"we create by fOcusing On wHicH ensuresPeople have a choice about where they live, work and  shop. it is our aim to create outstanding places which  make a positive difference  to everyday lives. british land:  creating Places People Prefer."	Unclassified
enduring deMand  frOM OccuPiers  and investOrs  in PrOPerty   High-quality occupiers.  attractive lease terms.  High occupancy.  strong cash flows	Financial
alOng witH an OPtiMal caPital structure  appropriate leverage.  growing dividend	Unclassified
	
"Our investOrs our shares are widely owned, from large institutions with global footprints, UK  local authority pension funds to small individual investors. over the last three years, we have generated total accounting returns of 35.4% for our investors. of this, the income return through our regular quarterly dividend payment has been 14%."	Unclassified
"sOcially lOcal cOMMunities98 apprentices are learning while they earn at our properties and developments, supported or part-funded by us and our suppliers. We have contributed over  £39.4 million to communities through the planning process over the last three years, creating affordable homes, improving public spaces, enhancing pedestrian links and delivering community facilities"	Social_Relationship
Our PeOPleWe again achieved a one star accreditation in the sunday times Best companies to Work for survey. We ranked in the top five ftse 100 companies for reporting wellness and engagement of employees  in the Business in the community Workwell Benchmark 201	Human
envirOnMentally Our investOrs We create green buildings that stand the test of time and we believe deliver better returns for our investors.	Natural
"Our OccuPiers We have cut landlord-influenced energy across our like-for-like portfolio by 34% over the last five years, saving our occupiers £6.9 million"	Natural
"PeOPle wHO wOrk, sHOP  Or live in Our buildingsour green buildings are designed to enhance the experience of those who  use them. all our office developments  are certified BreeaM excellent for sustainability and 94% of our major  retail developments are excellent or  very good."	Natural
"suPPliersour five-year development programme is contributing £1.2 billion to the UK economy gross value added, boosting business for thousands of firms around the UK.lOcal cOMMunitiesevery £1 million we spend on construction generates an estimated 31 jobs. our five-year development programme is creating 32,300 jobs during construction"	Social_Relationship
	
Overviewthe UK has a large commercial property market which attracts a broad range  of domestic and international investors.	Unclassified
"t has strong, established property rights;  long-term leases with upwards only rent reviews with occupiers generally responsible for repairs, maintenance and insurance;  and a transparent valuation system"	Intellectual
"tHe sHaPe Of tHe MarketBecause of the diversity of ownership, there  is no definitive or regular measurement  of the total market. the British Property federation estimated  that the commercial market was worth around £569 billion in 2012 which split into three main sectors: retail, office and industrial, along  with a number of smaller specialist sectors. the commercial residential market is currently a small part of the institutional investment market but it is expected to grow significantly."	Unclassified
"Measuring Market PerfOrMancethe investment Property Databank (iPD) aggregates the valuation performance of around £121 billion of commercial property, providing monthly, quarterly and annual performance information. these are the benchmarks against which many property companies, including British land, measure themselves. at British land, our properties  are valued on a semi-annual basis by  external professiona"	Unclassified
"cOMPetitive landscaPeBritish land competes for capital and properties with a diverse range of investors – private, public and institutional. a number of our equity shareholders also invest alongside us in specific assets and compete with us for investment opportunities. the most notable examples are gic and norges Bank who  are both top 10 shareholders and are our  joint venture partners at Broadgate and Meadowhall respectively."	Unclassified
nvesting in PrOPerty there are many different ways of investing  in the commercial property market:    in publicly-listed property companies such  as British land;   in a wide variety of listed and unlisted  funds; or  directly in the property itself.Publicly-listed real estate companies account for around 15% of the commercial market in  the UK – British land accounts for around 11% of the UK-listed real estate market by market capitalisation. More than 75% of listed property companies in the UK are reits	Unclassified
"PrOPerty regulatiOn Property management and development  is closely governed by local and national laws  and regulation which cover a whole range  of important activities including building, planning, roads, parking, public transport and fire. of these, planning has the most material impact on the value development chain in so far as planning regulates both the development of the building itself and the purpose for which it is used. changes in the planning environment can have a significant impact on value and  this is one of the key ways that British land creates value"	Unclassified
"n recent years, the government has introduced new legislation to simplify the complex local and national planning processes and rules  in england, with the aim of boosting investment and sustainable development"	Unclassified
reit legislatiOnreits are globally recognised investment structures which exist in 34 countries around the world. reits are required to distribute a significant proportion of the rental profits from their reit operations to their shareholders.  the broad intention is to replicate the tax treatment of a direct investment in property effectively removing the double-layer of tax payable by both the company and the shareholder. instead tax is payable at the shareholder leve	Unclassified
"the UK reit regime was launched in 2007  and British land became a reit in that year. changes to the reit rules were introduced in 2012 which, in effect, were designed to make  it easier for companies to become reits and attract institutional investment."	Unclassified
RETAIL AND OFFICES FORM THE LARGEST COMPONENTS OF COMMERCIAL PROPERTY£569BN RetailOfficesIndustrialOther commercialproperty	Unclassified
DIRECT OWNERSHIP OF UK-INVESTEDCOMMERCIAL PROPERTY 2012UK institutionsOverseas investorsInvestment schemesUK REITs listed property companiesUK unlisted property companiesOthe	Unclassified
	
"Our Marketsour focus areas – retail and offices account  for over 60% of the total commercial property market in the UK. We have chosen to focus on these areas because they are large and liquid markets with, in our view, the best long-term growth potential for rents and capital values. We believe they are highly complementary.  We also have property in sectors which complement our core business, principally leisure and residential, and increasingly new developments are mixed-use."	Unclassified
"Historically, retail has produced more stable returns than london offices; this reflects  office development cycles which, at times,  has created significant supply or demand imbalance"	Unclassified
"retailthe retail market continues to evolve with  the growth of e-commerce and mobile technologies. the UK is the most developed market in the world for online shopping which accounts for around 11% of the total market. the role that physical shopping environments play is changing significantly as a result. consumers are expecting much more from the places they shop: more convenience, in more attractive environments, with better facilities – food, drink and increasingly some kind of leisure offer whether it be a children’s play area or a cinema and bowling alley. Many retailers are increasingly viewing their physical stores  as an integral part of their overall marketing effort and key to their internet offer through click and collect"	Unclassified
"Poor quality space which does not conform  to shoppers’ requirements in this new world  is becoming functionally or economically obsolete, as retailers focus their physical  space on a smaller number of more highly-performing locations and operators with  weak business models fail."	Unclassified
"the impact of this can clearly be seen on retail rents. as shown  on the chart on the left, in the last three years secondary rents have fallen by 3.2% per annum compared to an increase of 1.4% per annum  for prime rents"	Financial
We have already benefited from focusing on those locations where we  can create destinations which are preferred  by retailers and their customers.	Unclassified
"our increased focus on london in recent years reflects its growing status as one of the most important cities globally, a place where people are choosing to locate their businesses, live, visit and invest. looking forward, london is expected to retain its status as a world-class city, with population forecast to grow to just over nine million people by 2023. international investors have become an important part of the market including in residential where they have played a key role in the emergence of a super-prime sector in the West end. large areas  of london are being improved or regenerated  by property and infrastructure investment,  the most significant of which is crossrail,  a £14.8 billion rail line due to open in 2018. running from Heathrow through the West  end, to the city and canary Wharf it will dramatically cut journey times"	Unclassified
"as people increasingly want to work and  live in environments with a broad range of amenities nearby, including high-quality public spaces, cafés and restaurants and retail  and leisure facilities, the boundaries between offices, retail, residential and leisure are becoming blurred. to meet this growing requirement, our business in london is increasingly focused on creating and managing great environments, often in campuses which are mixed-use"	Manufactured
	
"our ability to create value requires us both  to identify long-term trends and to ensure  that we manage the risk and opportunities created through economic and property cycles. Property is a cyclical market with returns sensitive to changes in supply and demand, both from occupiers and investors"	Unclassified
"We invest in places where we see good or  the potential for good, lasting demand from occupiers and investors. attracting high-quality occupiers on longer lease terms generates sustainable and growing rental income which drives increases in the capital value of our properties over time."	Financial
"We optimise and flex the allocation of our capital across these sectors, including between investment and development activities. We regularly review our property portfolio and recycle capital out of mature assets. our investment strategy is considered alongside the risk parameters agreed by the Board  (see page 40)"	Financial
"We believe our ability to source and structure deals is a competitive advantage allowing  us to access high-quality investments and development opportunities at attractive prices. We are able to do this because our extensive network of market contacts, property and corporate finance expertise and financial strength which enables us to take on large, complex transactions"	Intellectual
"Our POrtfOliOour portfolio comprises assets with a range  of lease lengths and different ages including those which are newly developed and those which are scheduled for major refurbishment or development. this allows us to drive  returns through asset management initiatives, development and recycling of capital from mature assets into those with better growth potential"	Unclassified
our business integrates  the entire value-creation chain in property from investment (buying and selling) to development and property management.	Unclassified
"we create HigH-quality,  adaPtable assets  Properties and locations with enduring appeal both to occupiers and investors.  adaptable buildings that can evolve  to the needs of our customers.   sustainable and resilient building"	Intellectual
in attractive envirOnMents  environments with a broad amenity offer.   Well-connected locations.witH best-in-class service  focus on continuous improvement of our service offering and delivery.  services supported by latest technologies.tHat Offer gOOd value fOr MOney  attractive and affordable locations.	Unclassified
	
"driving PerfOrMance tHrOugH  asset ManageMentWe look to drive performance from the portfolio through active management of the spaces  we own, both the buildings themselves and the environments around them. Proactive asset management adds significantly to the value of an asset over time by increasing rental income. asset management covers a broad range of activities including:    new lettings, rent reviews and lease renewals"	Financial
"providing high levels of service to occupiers;  changing planning consents; and   changing configurations, refurbishment and extensions to meet customer requirements"	Social_Relationship
"We have 31 asset management specialists in the business. they are responsible for making strategic decisions on the occupier mix, leasing, renewal or extension of leases. We utilise our scale and customer relationships to drive value through our active asset managemen"	Social_Relationship
"our asset management specialists work with our local property teams to deliver attractive and vibrant environments – places that are  well integrated into the surrounding area,  with the right mix of amenities and pleasant public spaces"	Social_Relationship
develOPMentDevelopment forms an important part of our business: We have a strong and established track record for delivering large-scale development and refurbishment projects. Development offers the opportunity to create value by delivering the right product at the  right point in the supply and demand cycle.  the amount of development we undertake varies depending on our view of the prospective returns. Development returns are generally considered higher risk than those available from existing income-producing properties  and we target returns that are commensurately higher as a result. the risk principally arises from the length of time the development  takes from inception to completion: the risks include letting the building and increases	Unclassified
"in construction costs. this can be mitigated through pre-letting and fixed-cost contracts. as part of our overall management of risks, we maintain a maximum limit of total development exposure (both pre-let and speculative) of not more than 15% of our investment portfolio.  our current committed developments are over 70% pre-let and 77% of our costs are fixed."	Unclassified
"n recent years, we have been one of only  a few companies with the financial resources and expertise to exploit a scarcity of high-quality london office space"	Manufactured
"n 2010, we committed to a £1.5 billion development programme, focused on london, which has delivered over £600 million of  profit with a further £45 million estimated  to come. it is expected to be a key driver of our rental income growth, adding an estimated  £85 million to our contracted rent. as this programme is nearing completion and we  see development returns remaining attractive"	Financial
	
"our portfolio is well balanced to the different ways consumers shop. We own some of the best retail locations in the country, whether experiential shopping, where you may go for a whole day out; convenient destination shopping, where you regularly shop for a couple of hours; or functional shopping, which meets everyday  or basic needs, such as a food shop."	Unclassified
our asset management activities are focused on: leveraging existing retailer relationships; improving the retail mix and targeting a broader range of retailers	Social_Relationship
ncreasing the food and beverage offer; unit configuration and flexibility including mezzanines; and improving the retail environment including upgrading and extending our asset	Manufactured
"retail strategyour aim is to be the preferred destination  for retailers and consumers by owning and creating retail assets that reflect how the consumer shops and meets the needs  of retailers. in a fast-changing retail environment we focus on: detailed understanding of the consumer We undertake extensive research including over 50,000 exit surveys conducted over the  last 12 months, to provide us with detailed knowledge on how people shop at each  of our key assets."	Social_Relationship
"Providing the right services to attract both the retailer and consumer services cover a broad range including digital, click and collect, marketing and community engagement and are becoming an increasingly important part of British land’s retail offer"	Social_Relationship
