Text	Theme
nvestment in strong locations with higher average selling prices delivering attractive returns. ■ 23% increase in land Gross Development Value. ■ More than 50% of strategic land is well advanced  in the planning process (within local plan or  draft allocation)	Financial
Materials in short supply and extreme rainfall led to some unavoidable delays on our sites.	Unclassified
"aunch of new Chiltern division, providing additional management capacity to support outlet growth"	Intellectual
	
"The Group contributes to housing supply through the efficient delivery of sustainable homes and communities, while continuing to pursue imaginative, innovative urban design solutions and ways to build well. We also provide support for policy and standards development through our involvement with organisations and groups including the Zero Carbon Hub (ZCH)"	Intellectual
"Nevertheless, a severe housing shortage continues to exist, especially in the south-east  of England. Political leadership over the long term will be key to doubling provision from current levels of around 120,000 new homes  a year to the desired level of 243,000 a year –  a major challenge for policymakers, authorities and industry"	Unclassified
"Early in 2013, some of the pent-up demand was satisfied through the Government’s Help to Buy scheme, which rejuvenated the mortgage market and saw increasing numbers of first-time buyers able to access finance – a trend which continued into 2014"	Unclassified
"he surge in demand was not without consequences and like the rest of the sector we had to deal with a shortage of bricks, blocks and other materials as suppliers struggled to respond to increasing levels of output. Despite going outside our traditional UK supply base to overcome this, our schedules suffered and were also interrupted by a long period of extremely wet weather in some of our regions."	Unclassified
We were pleased to regain our 5-star rating for customer satisfaction this year. We are working hard to maintain it although we recognise that this may be affected by negative feedback from some customers who unfortunately had to wait for their new home due to inclement weather and shortages in the supply chain.	Social_Relationship
"Every customer expects their new home to be built well, finished to the highest quality and delivered free of defects. These are equal priorities for the business too and the focus on increasing housing supply must not divert from the challenge of improving construction standards, driving quality through our product and providing high levels of customer care"	Intellectual
"Upskilling and developing our workforceA sustainable supply of materials is of course critical to the construction sector but delivering high quality, low carbon new homes also calls for expertise and knowledge, of which the industry is short."	Intellectual
"It is not just construction skills we depend on but the broader communication skills essential for bringing new development forward to planning consent.To help address the skills gap across the industry we are developing our own workforce and this year have significantly increased investment in training and career development at all levels. Among several initiatives underway are programmes in Management Excellence, Sales Excellence and Executive Coaching"	Human
	
"We are also working to increase practical knowledge and skills on our sites through our new Quality Manual and inspection processes. These are designed to promote good workmanship and prevent poor practices such as substitution of materials, which can contribute to the performance gap between design and as-built. Reflecting the importance we place on all these areas, during the year  we created a Group Training function with  two dedicated roles to provide central  direction and suppor"	Human
"The drive to attract, retain and develop promising talent is why we have significantly strengthened our graduate programme, including forming strategic links with selected universities so we are able to better identify and engage high quality candidates. Apprentices are just as vital and we have continued to put time and resources into our well-established scheme, which follows the Construction Industry Joint Council guideline for apprentice pay and is set above the minimum wag"	Human
"s the Board Director with overall responsibility for health and safety I am pleased to report that we achieved a lower accident rate compared to last year. However, our rate rose above our peer group and the construction sector and there will be no let-up in our efforts to improve. We have made a further appointment to the Group Health, Safety and Environmental (HSE) function and also saw a 40% increase in safety training days delivered this yea"	Human
"Along with safe working practices, good environmental practice is a key priority. The rate of conformity our developments are achieving against our site environmental standards continues to improve"	Natural
	
"The Group is in good shape to leverage its core strengths in land and planning, design and delivery – enabling it to make the most of opportunities for managed expansion"	Intellectual
"Our new Chiltern division illustrates this growth strategy. Launched at the end of the financial year, our new division will support more effective business activity within our existing geography"	Unclassified
We anticipate that the supply/demand imbalance in housing will continue and the Group will play its part in increasing housing volumes through selective acquisition of well-located sites to replenish our land pipeline and by bringing residential and mixed use developments forward in a sustainable manner.	Unclassified
"Over the longer term, we are putting our 10-year sustainable business roadmap into action, which includes a review of our product portfolio. We are also developing our offering with a view to capitalising on market opportunities targeted to different customer groups, including those in the private rental secto"	Unclassified
"Feeding into our 10-year roadmap we have put in place customer-focused workstreams addressing many different aspects, including environmental challenges. By continuing to innovate with our partners and the supply chain, we will play our part in achieving growth within environmental limits, especially given the natural resource and supply constraints we all operate under. Our strong focus on sustainability will continue both through our product and our operations; we aim to maintain our sector leadership in this area and will continue to maintain our performance in the NextGeneration benchmark and FTSE4Good indice"	Social_Relationship
"We will continue to invest in creating a workplace where people can excel and focus on developing talented people to lead the Group’s future. For this reason especially, I look forward with confidence and a real sense of anticipation to the next stages of Crest Nicholson’s journe"	Human
	
"Figures released by the Home Builders Federation (HBF) as of September 2014 showed very positive indicators of current and future house building activity compared to the last few years, with indicators suggesting increases in the region of 25% – the steepest rate of growth in 40 years. However, the number of housing starts is still far short of the levels requir"	Unclassified
"The strong demand for new homes was evident throughout 2014, particularly from first-time buyers who were supported with increased access to finance through the Government’s Help to Buy equity loan scheme, which stimulated mortgage provision and the wider housing marke"	Financial
"Sales levels moderated slightly in the latter part of 2014, due in part to tighter affordability stress tests and other responsible lending criteria which came into force from April onwards following the Mortgage Market Review. Sales volumes have now settled into a more normal seasonal pattern, with a good overall reservation rate being achieved"	Financial
"Housing market outlookThe Board is aware of and monitors macro-economic risks including UK, Eurozone and global impacts (see Principal risks and uncertainties, page 61). Notwithstanding these, prospects for the housing market are favourable, helped by cross-party support for new housing delivery, good mortgage access, improved consumer confidence, recent changes to the SDLT (stamp duty) regime and ongoing economic recovery – although market activity may be affected  by purchaser uncertainty over potential policy changes in the wake of a  General Election"	Unclassified
"The Group has very few homes in its development pipeline that would be expected to sell for values in excess of £2m and therefore does not anticipate any adverse impact from  the possible introduction of a ‘mansion tax’ at that level.The main constraints on volume delivery and growth relate to supply chain/production capacity (materials, labour, skills) and the clearance of sometimes onerous planning conditions to allow site starts"	Unclassified
	
"However, the Group’s rate of sale (significantly above historical norms), a plentiful land supply with plots being drawn from both short-term and strategic land pipelines, and sales prices offsetting pressures from rising build and materials costs are all positive indicators for the next trading year."	Financial
Commercial/mixed use The Group retains in-house commercial and mixed use development skills to design and deliver the supporting mixed uses on its larger developments and the ground floor commercial uses on its town and city centre apartment blocks. The value of this activity taken together with revenue from residential land sales will not usually exceed 10% of Group revenues	Intellectual
"Milestones achieved during the year include the letting and sale of the final part of the District Centre at Oakgrove, Milton Keynes; a significant new Morrisons food store at Centenary Quay, Southampton; and consent for the first 200 homes and a significant new business park at Longcross near Chobham, Surrey"	Manufactured
"PlanningThe planning regime has a major impact on the location, form, scale and rate at which new housing sites can be brought forward. The Government’s National Planning Policy Framework (NPPF), published two years ago to streamline and improve the planning system, is now beginning to take effect. Approximately 230,000 houses were consented in England  in the last 12 months: a rate not achieved  since 2007"	Unclassified
"Despite this, the rise in the rate of consents is lowest in the South East and the number of consented sites (rather than plots) remains low"	Unclassified
his is not necessarily helpful to either house builders or policymakers as most demand remains in the South East and overall delivery is determined by the number of housing outlets rather than the number of consented plots	Unclassified
The NPPF provides a framework for community focused plans in the form of neighbourhood planning but there are challenges affecting delivery and viability. The ongoing delays with many Local Plans makes their relationship to neighbourhood plans difficult to manage but our planning teams are continuing to develop their approach and we remain committed to genuine local engagemen	Social_Relationship
"Overall, planning remains a significant entry barrier to the house building industry in terms of time, cost and complexity. This is a huge challenge to policymakers as, without an increase in the small and medium-sized enterprises (SME) sector (which has reduced from 12,000 companies to about 3,000 over the last 25 years), housing delivery will continue to fail to meet demand. The Group remains strongly focused on increasing the supply and value of its short- and long-term development pipeline and most of its land for 2015 and 2016 housing delivery is already permissioned"	Unclassified
The red tape challenge and the desire to remove impediments to housing delivery has prompted the Coalition Government to try to streamline regulation in several areas	Unclassified
"Housing standardsThe Government is consulting to harmonise and reduce the number of different local standards that councils apply. Space is one such area and Crest Nicholson would welcome harmonisation even at the larger sizes proposed, as long as there is an adequate transition process. However, it should also be recognised that meeting a higher national space standard could impact affordability and viability in some lower value parts of the country"	Unclassified
"On a visit to our Centenary Quay development in Southampton, Chancellor of the Exchequer George Osborne met first-time buyer Stephen Bennett, who is stepping onto the housing ladder via the Government’s Help to Buy scheme. 72% of all our Help to Buy sales this year were to first-time buyers"	Unclassified
	
"Community Infrastructure Levy (CIL) CIL was intended to increase the transparency of development and replace the contributions currently made through s106 agreements. Take-up by local authorities has been slower than planned, and the CIL has proved complex in practice as the economics of local housing markets and site typologies vary widely. For example, an acceptable levy on a simple greenfield site may well prohibit development on a complex brownfield site. The CIL payment can also add significantly to upfront development costs making cash flow for smaller developers more challenging"	Unclassified
"Zero carbonThe Government maintains that it is committed to a zero carbon standard for all new homes  consented after 2016, but this target is very challenging given that policy-making is running well behind what would be considered a reasonable timeframe for the level of change the industry will face. Greater definition is needed quickly around Allowable Solutions (the likely regime for off-site carbon mitigation) and the related cost per tonne of carbon, which directly impact the design and carbon abatement cost of future homes. The Group continues to play an active part in zero carbon policy formation and remains focused on planning how it will meet  the Government’s carbon reduction timeline  and objectives"	Natural
"lood and Water Management Act 2010The Act provides for the management and reduction of flood risk associated with extreme weather. The Group complies with planning requirements to undertake a flood risk assessment and carry out mitigation measures in line with statutory requirements. A key area still to be enacted relates to adoption. Until the legislation is fully enacted in 2015 and responsibilities are clarified, ponds, swales and other forms of mitigation required by the Environment Agency are left unadopted by local authorities, leading to potential additional charges for home owners."	Unclassified
"60+ age groups: understanding the need for a product that is not sheltered (space, amenities, etc.).20+ age groups: developing our apartment designs.Volume products: new traditional and contemporary ranges on an increasing number of our larger sites  such as Oakgrove Village.Affordability and mobility: developing our suburban private rental sector offering"	Unclassified
Ageing populationPersonal wealth concentrated in  older groups. Household compositionA fifth of women and a third of men aged 20–34 live with their parents: up 40% since 2002. High proportion of people who cannot afford to buyAverage house price in England is around  5x average salar	Unclassified
"Labour leader Ed Miliband and his team selected our Oakgrove development in Milton Keynes as the launch venue for the party’s Housing Review. Prepared by Sir Michael Lyons, the report presents 39 recommendations on changes needed to increase housing provisio"	Unclassified
"One of the key themes is to further encourage local communities to bring forward more land for development in exchange for local residents being given priority rights to purchase the homes. With 81% of purchasers being drawn from MK postcodes and 51% of purchasers being first-time buyers, Oakgrove already showcases many of the Lyons Review principles"	Unclassified
	
"Dialogue and partneringCrest Nicholson engages and partners  with its stakeholders to balance needs and create value. We take a full role in supporting the development of housing policy in order  to increase the supply and affordability of  high quality, sustainable housing."	Intellectual
Masterplanning and consultation processes. ■ Research and product/service development. ■ Customer Charter and complaints handling	Intellectual
"Employee survey. ■ Ongoing engagement, e.g. meetings,  roadshows, intranet"	Human
Effective partnering to bring projects forward. ■ Land acquisition strategy balancing risk and reward	Unclassified
"Policy outworking and future policy – advice to Government and Department for Communities and Local Government. ■ Good design and sustainable development – Town and Country Planning Association (TCPA), Academy of Urbanism. ■ Low carbon – Homes and Communities Agency (HCA), UK Green Building Council, ZCH (including Group Technical and Quality Director secondment to the ZCH).  ■ Voice of the industry – HB"	Social_Relationship
AIMC4 research consortium supply  chain engagement. ■ Partnership approach to procurement and  project work. ■ Education and knowledge-sharing to increase  skills and capacity	Intellectual
"Effective partnering has been key to bringing forward Phase 1 of Tadpole Garden Village (see page 33) and also helped secure our appointment by the Defence Infrastructure Organisation as development managers for Arborfield Garrison in Berkshire and Wyton Airfield in Cambridgeshire. Both of these are significant public sector sites which in time will deliver 6,500 homes"	Unclassified
	
"n 2012, we consulted with stakeholders to identify topics of impact and importance, resulting in an initial list of material issues. This year, we reviewed and refined the list in consultation with a smaller representative group, which has resulted in the matrix  shown below"	Unclassified
"MethodologyUsing desk research and media scans we refined our 2012 list and invited stakeholders to comment on it as a whole, including rating each topic on a scale of 0 to 5 according to its impact on Crest Nicholson and its importance to stakeholders. As part of this process, structured  questionnaires and interviews were carried out with 14 of our managers/directors and 11 representatives from customer, partner and industry organisations. Their aggregated ratings informed the final selection of items and guided the positioning of each topic on the matrix, which is designed to be an at-a-glance summary of issues that are material to the Grou"	Social_Relationship
"Our risk register (see Principal risks and uncertainties, page 61), supported by this materiality analysis, has guided our decisions about which topics to include in our report and the levels of priority attached to these topics within the Group’s business strategy."	Unclassified
	
o grow the business to a level that sustains  long-term value creation for all our  stakeholders by delivering quality homes  that meet our customers’ need	Social_Relationship
"Managed  growth  of the business    Over the near to medium term, grow the business to its natural scale and at a level attuned to the cyclical housing market, through measured expansion in our existing  operating regions.     Over the longer term, focus on stability and maintaining  value creation"	Unclassified
"Skills and leadership    Develop a strong culture of organisational learning, build leadership capacity for the future"	Intellectual
"Delivering to customers  and communities    Meet the needs of our customers by creating high quality, well-designed homes and places that contribute to well-being and quality of life, and that deliver a lasting economic, social and environmental legacy."	Social_Relationship
"Partnership and  supply chain    Partner with landowners, government, our supply chain and other key stakeholders to bring forward sites and drive  efficient delivery."	Social_Relationship
Responsible resource  management    Operate our business and deliver our new homes and places in an environmentally responsible wa	Intellectual
	
"Reach £1bn of revenue within the next three years, with changes in the mix of product and locations driving the increase, along with growth in volumes"	Financial
Unit numbers. ■ Average selling price. ■ Sales revenue. ■ Operating margin. ■ Return on capital employed. ■ Earnings per share. ■ Land units and gross development valu	Financial
"Selectively growing the business and driving strong levels of earnings by adopting a disciplined approach  to returns.  S M L     Increasing outlet numbers within our existing areas of operation.  S M L     Developing additional revenue streams through a diversified portfolio, including targeting the private rental sector."	Financial
Maintaining managed and sustainable growth.	Intellectual
Looking to return cash to shareholders in favourable market conditions. S M L     Continue to review product range in light of changing demographics and financial status of core markets	Intellectual
	
Retain 5-star customer service rating. ■ Maintain 9 out of 10 for customer recommendation rating.  ■ HBF/NHBC customer service rating. ■ Customers recommending Crest Nicholson to a friend. ■ Proximity of developments to public transport and  local amenities.  ■ Qualitative data on public and green  open space. ■ Number of alternative management solutions. ■ Number of plots planned as  Garden Villages	Intellectual
Customer service affected by delays and/or quality issues. ■ Varied neighbourhood planning processes affecting delivery	Intellectual
"Staff and supply chain with strong design, production and consultation skills. ■ Quality procedures  and inspection"	Intellectual
"Our first neighbourhood plan in Henley. ■ Industry awards and benchmarks, e.g. Sustainable Housebuilder of the Year and Building for Life 12 (BfL12) at Bishop’s Brook, Wells. ■ Community Interest Company at Monksmoor Park"	Intellectual
"Apprentices to be  at least 10% of  employee base.  ■ % of vacancies filled by internal promotions.  ■ Number of apprentices.  ■ Number of graduates. ■ Training hours, total and by discipline. ■ Accident rat"	Human
Recruiting and retaining skilled staff in a  buoyant market	Human
Investment in training. ■ Investment in recruitment and employee engagement to increase capacity.  ■ Delivering Professional Excellence training. ■ Graduate training programme	Human
"Exploring  imaginative solutions for place making, building on our Garden Village principles and providing well-designed homes to meet the needs of different customer groups.  S M L     Creating great places that support sustainable lifestyles and well-being, with green open space,  good connectivity and accessible local infrastructure.  S M L     Maintaining excellent customer service and aftercare"	Social_Relationship
"Driving quality and value through high standards of design  and construction.  S M L     Consulting and engaging with local residents and stakeholders, enabling their full participation in neighbourhood plans and development proposals.  S M L     Developing innovative, affordable legacy solutions (e.g. Community Interest Companies) to help neighbourhoods grow and thrive."	Intellectual
"Establishing strong foundations for learning and continuous improvement within the organisation and supply chain.     S M L     Developing our workforce and leadership capacity through a focus on training and mentoring across the board, from management level to apprentice and graduate level. S M L     Showing leadership and driving improvement in health and safety.S M L     Embedding mechanisms for performance monitoring, feedback and learning to support  business improvement."	Human
	
"10% reduction in office energy and water use per person by the end of 2017.  ■ Reduce volume of waste produced per 1,000 square feet delivered by 10% by the end of 2015.  ■ % reduction in waste. ■ % homes built on brownfield land. ■ BREEAM Green  Guide rating. ■ % of sites with ecological enhancement"	Natural
"Policy changes and impacts, e.g. zero carbon timeline and adoption bodies within the Flood and Water Management Act. ■ European legislation. ■ Untested methods  of construction. ■ Uncertainty in scientific data on climate change. ■ Limited market for fossil-fuel alternatives"	Natural
Investment in innovation to deliver low carbon homes in line with  2016 timeline. ■ Partnering with suppliers and subcontractors. ■ Development plans and on-site staff and subcontractors to deliver Group-wide ecology and biodiversity framework.  ■ Our ‘Make Waste History’ campaign  and on-site waste reduction initiatives	Natural
"5% of directly supplied timber to be certified (FSC preferred) by 2016.  ■ % increase in  certified timber.       ■ Skills, labour and materials in short supply, affecting production.  ■ Management capability within the Group well matched to partnership requirements.     ■ Refreshed supplier partnerships and framework agreements to increase capacity"	Social_Relationship
"Reducing operational impacts in our main spheres of influence, focusing on carbon, waste, energy and water.S M L     Working with supply chain partners to eliminate high-risk materials and reduce fuel use on site. S M L     Adapting our products to a changing climate and developing masterplans that enhance local ecology and biodiversity.S M L     Building our evidence base to understand lifestyle and behaviour impacts on the performance and carbon footprint of our new homes"	Natural
"Working in partnership with landowners and government to maintain a land pipeline for both short-term and long-term  housing delivery.S M L     Working with our supply chain and subcontractors to innovate and improve build standards, materials and sustainable sourcing. S M L     Developing innovative, mutually beneficial relationships with suppliers and partners to secure labour, skills and materials,  to build capacity and ensure  quality construction.S M L     Exploring the potential for more off-site, fast-track construction for improved efficiency"	Social_Relationship
	
	
"Strong delivery performanceStrategically positioned for the future>16% £9.3bn£536.5m £287,000increase in housing  unit completionsNew Chiltern  division launched.Increased  volumesExpand business towards natural scale Strong growth in  net asset valuePortfolio quality  and range Long land  pipelineNew revenue streams Average open-market selling priceAttractive returns"	Financial
Earnings per share:  39.3 pence – up 34%.Return on capital employed: 26.0% – up 190 basis points	Financial
"Consider opportunities to expand the business.        Examine options in relation to the private rental sector.      Continue to research and understand customers’ needs, ensuring that our product range and market positioning address emerging trends"	Intellectual
	
"Increasing delivery of affordable homesThis year the Group delivered 2,530 new homes (housing legal completions), up 16.5% on the prior year. 203 Build to Rent homes were contracted and are in delivery"	Unclassified
"Selective additions have been made to the short-term land pipeline, which has increased the gross development value of the housing portfolio by 23% to £4,798m, reflecting the investment in strong locations with higher average selling prices (ASPs"	Manufactured
"In the year to date, 19 new sites and 2,173 plots have been acquired, along with a further six sites and 1,587 plots, which have been converted from the strategic land portfolio over the same perio"	Manufactured
"At 5th September 2014, all land required to meet our 2015 forecasts had been secured with planning in place; land for 2016 unit delivery was also wholly secured, mostly with planning. As a result, the volume and ASP projections in our medium term forecasts are significantly underpinned, in line with guidance provided at the time of our half-year announcemen"	Unclassified
"Our strategic land pipeline continues to develop, increasing by 1,894 plots in the year to date, net of the impact of transfers and re-plans. Of a total of 16,219 strategic plots, over 50% are allocated within a Local Plan or included in a draft allocation. Four other strategic sites had planning applications submitted within the year.Our healthy land pipelines enable the Group to maintain its focus on investing in opportunities that deliver attractive financial returns. Hurdle rates for new land acquisitions have recently been increased in support of this objective."	Financial
	
"Balanced growth: our new divisionThe Group’s new Chiltern division, based in  St Albans, Hertfordshire, opened for business at the end of the financial year. The new division has been pump-primed with a number of operational sites, as well as securing its own new projects and will provide additional management bandwidth to support outlet growth in 2015"	Unclassified
"Looking forwardThe fundamentals of the housing market are sound, aided by economic recovery, mortgage access and Government support through Help to Buy, with interest rate movements unlikely to derail momentum. Improving the supply of consented land underpins our strategy of managed growth and Crest Nicholson is well positioned to deliver stretching but achievable ambitions for the next three years"	Unclassified
"Visionary new development with community at its heart: Tadpole Garden Village, Swindon  Tadpole Garden Village is one of the first developments of its kind in the country and showcases the benefits of low-density family housing using Garden Village principles updated for today’s need"	Unclassified
"Our vision for a distinct community-  An innovative development of nearly 1,700 homes set within  179 hectares of countryside and green open space. -  Community infrastructure to include a primary school, shops, playing fields, community building and surgeries. -  Phase 1 Tadpole Gate to comprise 97 high specification houses. -  Phase 2 homes in Arts and Crafts style set in tree-lined avenues  and linked by pedestrian and  cycle networks.-  Comprehensive ecology plans, include retaining hedgerows and trees and more significant green open areas along site boundaries"	Intellectual
"Creating a legacy to be proud ofImaginative design and a harmonious mix of homes, open space, social space and architecture will help to set new benchmarks in design, community life and infrastructure. A sense of ownership, responsibility and civic pride will also come from the close involvement of community groups and partners. A Community Investment Company has been  set up to provide a mechanism  for affordable, long-term management of the green spaces and public realm."	Intellectual
"Delivering a new schoolWe have helped Swindon Borough Council overcome a local shortage of primary school spaces by providing early access to the school site on the development. The new school, Tadpole Academy, is due to open by September 2015 but is currently being run from the nearby Red House Community Centre. Prior to term starting, we provided the school with access to a commercial unit for the running of some summer classe"	Unclassified
	
Design reviews and build quality inspections strengthened	Intellectual
