Text	Theme
We will continue to support and develop our people and enhance competitiveness to drive success.	Social_Relationship
"We dene our strategic objectives, which set near-term priorities and help employees to align their personal objectives to the Group’s strategy."	Social_Relationship
"This year, we have added a sixth strategic objective to accelerate plans to use our technology and engineering capabilities to nd new ways to create value."	Intellectual
"Each year, the Group has an overall objective to meet its nancial targets and each Executive Committee member has specic annual objectives which focus on deliverables in support of the Group’s six strategic objectives."	Unclassified
"Our values underpin our strategy, dene how we work and represent a clear denition of our corporate culture."	Social_Relationship
	
"We deliver advanced defence, aerospace and security solutions as a strategic partner to many governments and customers around the world"	Social_Relationship
"Our largest customers are governments, but we also sell to large prime contractors and commercial businesses"	Social_Relationship
We work with our customers to understand their requirements and to identify new business opportunities.	Social_Relationship
"We take on and solve some of our customers’ most complex and challenging engineering and technology projects, including responding to urgent operational requirements for our government customers"	Intellectual
"We design, develop, build, test and deliver products and/or services. For some contracts, we do this via a partnering agreement or joint venture"	Intellectual
"We engineer and manufacture some of the world’s most advanced, technology-centred platforms, products and systems across the physical and digital world."	Intellectual
"We provide through-life support, including maintenance, upgrade and training."	Social_Relationship
continuing to pursue organic investment opportunities	Intellectual
investing in  value-enhancing acquisitions	Intellectual
	
have a talented and diverse workforce	Human
"invest in education and training, including apprentice and graduate opportunities for the next generation of highly-skilled engineers, and the continuous professional development of our existing workforce"	Human
focus on technology innovation and engineering excellence	Intellectual
"invest in next-generation research and technology programmes to improve the manufacturing and service of products, generating substantial intellectual property"	Intellectual
have comprehensive project management skills and processes	Intellectual
have a Lifecycle Management process that promotes the application of best practice programme execution	Intellectual
choose suppliers who share our values and meet our standards	Social_Relationship
"manage supplier performance, risks and opportunities"	Social_Relationship
"operate sustainable procurement, focusing on reducing the environmental impact of the products and services we buy"	Natural
support suppliers by sharing best practice	Social_Relationship
"Our Operational Framework sets out how business is done across BAE Systems. It is based on principles of good governance, and details the values, policies and processes that are mandated, and how the Board delegates authority to the executive team"	Social_Relationship
"We have robust procedures for risk management and internal control to identify, analyse, evaluate and mitigate both nancial and non-nancial risks"	Intellectual
We operate to high standards of ethical business conduct as a responsible and trusted partner.	Social_Relationship
We understand and support our customers’ national security and other requirements.	Social_Relationship
We assess carefully our products and services with the objective that neither BAE Systems nor our customers are exposed to signicant reputational risk	Social_Relationship
We continue to embed a ‘safety rst’ approach by providing training and tools for employees.	Human
We apply robust standards of product safety as it is critical that the Group’s products perform as designed.	Intellectual
We are committed to creating  an inclusive workplace where a diverse range of talented people can work together.	Human
"We focus on minimising the impact on the environment of our operations and products, and using resources more efciently."	Natural
We are committed to investing in the communities in which we operate	Social_Relationship
	
"Defence and security continues as a high priority in a number of the Group’s domestic and international markets, including the Kingdom of Saudi Arabia"	Unclassified
r	Social_Relationship
These US and UK programmes provide the Group with the intellectual property which can be used to develop international and support businesses for the future.	Intellectual
"In January 2014, a US bipartisan budget agreement provided a two-year window of defence funding visibility and some emerging stability. Only minor trading disruption was apparent in the last quarter of 2014 as the government operated under a Continuing Resolution until the mid-December passage of an omnibus appropriations bill for the 2015 scal year."	Unclassified
"US budgets are now relatively stable, with some early indications of a modest improvement in 2016."	Unclassified
"The Group’s top 12 programmes, which include platforms, services and electronic systems contracts, contributed 43% of the Group’s sales1 in 2014. These contracts are  multi-year and will continue to deliver a signicant proportion of the Group’s sales1 over the next ve years, providing long-term visibility and sustainment of revenues"	Financial
	
The Group’s Electronic Systems activities beneted from the broad base of high-technology defence systems and equipment and continued good growth in commercial aircraft electronics.	Intellectual
"The selection of BAE Systems to supply an advanced, integrated electronic ight control system for Boeing’s new 777X programme was a notable achievement, expected to generate signicant new business in future years."	Intellectual
There was strong margin performance in the Land & Armaments business and a number of order awards on programmes that sustain key combat vehicle industrial base capabilities	Financial
"n December, BAE Systems was awarded a contract for the engineering and manufacturing development phase of the Armored Multi-Purpose Vehicle programme, which will sustain these capabilities in the longer term."	Intellectual
the Group committed a $103m (£66m) investment to install new oating dry dock facilities in its San Diego shipyard.	Manufactured
Performance issues identied in 2013 in commercial shipbuilding continued to depress margins in the US Support Solutions business.	Financial
"In November, the Group was disappointed to learn that the Republic of Korea had decided to terminate for convenience the US Air Force’s Foreign Military Sales contract with BAE Systems to upgrade Korea’s F-16 aircraft eet."	Intellectual
BAE Systems continues to benet from long-term contracts in the air and naval domains.	Intellectual
Both major political parties  in the UK are committed to carrying out a Strategic Defence and Security Review after the general election in May.	Unclassified
"Through a continued focus on cost control, programme execution and efciency, the Group is working to deliver continuous improvements in affordability for the UK customer to ensure that the Group’s large, long-term contracts deliver both value and world-class capability."	Intellectual
"In the air domain, Typhoon production and the Group’s extensive in-service military aircraft support and  upgrade business in the UK provide a strong core of high-performing business."	Unclassified
2014 has seen a signicant acceleration of capability expansion onto the Typhoon combat aircraft platform	Unclassified
Activity is underway to integrate additional weapons and sensors onto the aircraft for the four European partner nations and international customers	Unclassified
"In November, the formal launch of a funded, multi-nation development programme for an advanced, electronically-scanned radar was a key milestone in the Typhoon platform’s evolution"	Intellectual
Our participation in the F-35 Lightning II combat aircraft programme includes UK-manufactured rear fuselage and empennage assemblies as well as electronic systems content from the Group’s US-based business	Unclassified
"The outlook for the Group’s UK maritime businesses is robust. The build of two Queen Elizabeth Class aircraft carriers is progressing well. The rst of Class was named in a formal ceremony by Her Majesty The Queen on 4 July and subsequently oated out of the dock in which she was assembled, enabling assembly of blocks for the second vessel to commence as the rst vessel continues outtting alongside."	Unclassified
"Manufacture of 236 Tranche 2 and 88 Tranche 3A Typhoon combat aircraft. There were 16 Tranche 2 aircraft deliveries in 2014. As at 31 December 2014, 219 of the 236 contracted Tranche 2 aircraft had been delivered to the four partner nations."	Unclassified
"BAE Systems has a signicant workshare on the world’s largest defence programme. The Group designs and manufactures  sub-assemblies, including the aft fuselage and empennage, in the UK and provides key capabilities, including the electronic warfare suite, in the US."	Unclassified
"BAE Systems is executing contracts for Bradley modications. With its Bradley-based solution, BAE Systems has been awarded a contract for engineering and manufacturing development on the US Army’s Armored Multi-Purpose Vehicle programme that will help to sustain the Group’s US combat vehicle industrial base"	Intellectual
"A series of Multi-Ship, Multi-Option contracts for non-nuclear naval ship repair, maintenance and upgrade at facilities located on the East, West and Gulf coasts of the US, as well as Hawaii. This repair and modernisation work is central to the US Navy’s lifecycle maintenance and service life objectives."	Intellectual
	
"In Saudi Arabia, the Group delivered a further 11 Typhoon aircraft in the year and developed its position as a key part of the Kingdom’s defence industrial base."	Intellectual
"In June, we announced a reorganisation of the Group’s portfolio of interests in a number of industrial companies in Saudi Arabia and an enhancement of its existing relationship with Riyadh Wings Aviation Academy LLC (Riyadh Wings)."	Unclassified
"The reorganisation brings together shareholdings of BAE Systems and Riyadh Wings in Saudi companies specialising in training, electronics and IT systems engineering under a single holding company"	Intellectual
The reorganisation is intended to enhance the growth prospects of this portfolio of businesses and reinforce an ongoing commitment to increasing local employment	Social_Relationship
"The Group delivered the rst of two Canberra Class Landing Helicopter Dock (LHD) vessels for the Royal Australian Navy and manufacture of the second ship is progressing well. Following the high level of activity on this programme, there is currently no material follow-on workload contracted. BAE Systems and the Australian government continue to discuss options to sustain industrial capabilities and meet future naval requirements following on from the high level of workload on the LHD programme."	Unclassified
BAE Systems is a 37.5% shareholder in the MBDA guided weapons joint venture. MBDA benets from sales to equip a range of air and naval platforms across European and wider international applications.	Unclassified
"In December, MBDA received a €301m (£234m) contract to supply the air-to-air missiles for India’s Jaguar aircraft eet."	Financial
Actions continue to implement and nalise contracts for the restructuring of the Group’s naval ships business following last year’s agreement with the UK government.	Intellectual
"the Group was awarded a contract for the build of three Offshore Patrol Vessels for the Royal Navy, sustaining shipbuilding skills between the Carrier programme and the start of manufacture for the anticipated Type 26 frigate programme."	Intellectual
"Following the Scottish independence referendum in September, the people of Scotland decided to remain within the Union. The decision was welcomed, removing uncertainty for the Group’s employees and its business based in Scotland."	Unclassified
"In December, a signicant contract for the upgrade of the Spearsh torpedo was secured."	Intellectual
"Alongside build of Astute Class boats, engineering work continues to accelerate as part of the assessment phase of the Successor submarine programme."	Intellectual
"BAE Systems continues to develop its strategy for commercial cyber security, with growth being delivered and a number of important contract wins in the year."	Intellectual
"We continue to target strong growth opportunities in commercial cyber security markets and the acquisition of SilverSky in December accelerates the Group’s strategy to grow in the commercial cyber market, providing an established channel to US customers."	Social_Relationship
"Availability-based service contracts for support to the customers’ operational commitments on Typhoon aircraft, including maintenance, support and training."	Social_Relationship
"Design and manufacture of two 65,000 tonne aircraft carriers. The rst of class, HMS Queen Elizabeth, achieved oat-up in July and continues outtting in advance of sea trials in 2016. Block build for the second ship is 80% complete and assembly at Rosyth has commenced. The ships are expected to enter service in 2017 and 2019, respectively."	Unclassified
	
"As part of the reorganisation of the Group’s interests in Saudi Arabia, in September, BAE Systems acquired an additional 59% shareholding in Saudi Development and Training Company for 440 million Saudi Riyal (£72m)."	Unclassified
"In September, the Group completed the $21m (£13m) acquisition of Signal Innovations Group, Inc., a small-scale, high-technology provider of imaging technologies and analytics to the US intelligence community."	Intellectual
"The Texas-based business employs approximately 90 people and provides highly-advanced Intelligence, Surveillance and Reconnaissance products and services to the US defence and intelligence community."	Intellectual
"In February 2013, the Group initiated a share repurchase programme of up to £1bn over three years. As at 31 December 2014, BAE Systems had purchased 119 million shares for £495m under the programme."	Unclassified
The Group’s balance sheet continues to be managed conservatively in line with the Group’s policy to retain its investment grade credit rating and to ensure operating exibility.	Unclassified
"The way the Group conducts its business is of equal importance as product delivery. We continue to embed responsible business conduct throughout the Group. During 2014, our employees received business conduct refresher training and our Code of Conduct was updated and will be rolled out to all employees during the rst half of 2015."	Social_Relationship
"The safety of our employees and those using our products is a priority for the Group. We continue to drive safety improvements and, in 2014, achieved an 11% reduction in the Recordable Accident Rate (see page 20), which represents the seventh consecutive year of improvement."	Social_Relationship
"Kevin Taylor, previously Group Strategy Director, has been appointed as Managing Director, Applied Intelligence, to lead the business as it enters the next phase of its strategy to target accelerated growth and further develop our technology for government and commercial customers."	Intellectual
"BAE Systems benets from a large order backlog, long-term programmes and high-technology capabilities."	Intellectual
The Group continues to address customers’ needs across a broad international market base	Social_Relationship
The Group is well positioned to continue to deliver shareholder value by addressing customers’ continuing defence and security needs as economies recover in domestic markets and defence priorities continue to evolve	Social_Relationship
Design and development of a nuclear-powered submarine as the potential replacement for the Vanguard Class eet to carry the UK’s Trident nuclear deterrent towards the end of the next decade	Intellectual
"Five-year output-based maintenance, support and training contract awarded in 2013 for Typhoon aircraft as they progressively enter service."	Intellectual
"Provision of support to operational capability, including contracts awarded in 2012 to provide manpower, logistics and training to the end of 2016 and to upgrade training aircraft, and in 2013 to upgrade Tornado aircraft"	Intellectual
"Supply of 72 Typhoon combat aircraft. As at 31 December 2014, 45 aircraft had been delivered under the contract. We continue to advance the capability and through-life support of these aircraft."	Intellectual
	
Order intake represents the value of funded orders received from customers in the year. Order intake is a measure of in-year performance and supports future years’ sales performance.	Financial
"Sales represents the amounts derived from the provision of goods and services, and includes the Group’s share of sales of its equity accounted investments. Prior year sales1 included a £0.3bn retrospective benet from the trading of the price escalation on the Salam Typhoon programme. The volume reductions in the Land & Armaments business were as expected. Approximately £0.6bn of the reduction in sales1 was due to exchange translation."	Financial
"Underlying EBITA2 (£m)Underlying EBITA excludes amortisation and impairment of intangible assets, nance costs and taxation expense, and non-recurring items (prot/loss on disposal of businesses). Underlying EBITA is used by the Group for internal performance analysis as a measure of operating protability that is comparable over time."	Financial
	
"Underlying earnings represent prot for the year attributable to equity shareholders excluding amortisation and impairment of intangible assets, non-cash nance movements on pensions and nancial derivatives, non-recurring items and, in 2014, a credit in respect of the re-assessment of existing tax provisions. Underlying earnings per share provides a measure of shareholder return that is comparable over time."	Financial
Prior year underlying earnings3 per share included a 4.4p retrospective benet from the Salam price escalation settlement. The other principal drivers of the year-on-year variance are shown in the underlying earnings3 per share bridge chart on page 23.	Financial
"Operating business cash ow represents net cash ow from operating activities after capital expenditure (net), nancial investment and dividends from equity accounted investments. Operating business cash ow is the measure used to assess the operating cash generation of the Group"	Financial
"Operating business cash ow4 beneted from the sale and leaseback of two properties in Saudi Arabia, for which £418m was received in the year. Some £200m of receivables in the Saudi Arabian business were collected in December, earlier than expected"	Financial
"Net (debt)/cash as dened by the Group5 (£m)Net (debt)/cash comprises cash and cash equivalents, less loans and overdrafts (including debt-related derivative nancial instruments) and cash received on customers’ account."	Financial
Net debt5 increased by £333m. The £925m returned to shareholders and the £230m cash cost of business acquisitions was funded by operating business cash ow4. There was adverse exchange translation of £146m.	Financial
The Executive Committee sets annual objectives which focus on deliverables in support of both short-term results and the overall long-term strategy. The Board uses a range of quantitative and qualitative performance indicators to monitor performance against these objectives. Executive directors’ remuneration is linked to certain of these measures.	Unclassified
	
Continued focus on improving customer satisfaction and programme execution	Social_Relationship
"Programme margin variation measures outturn projections of, and movements in, margin of key customer-funded projects. It provides an indicator of the Group’s ability to effectively manage major programmes."	Financial
"The Recordable Accident Rate, which focuses on the number of accidents, is the principal metric used by the Group’s businesses to monitor performance in safety and drive improvements in accident prevention. The Group also monitors programmes to reduce safety risk and to drive improvements in safety awareness and culture"	Social_Relationship
"The Group achieved an 11% reduction in the Recordable Accident Rate1, consistent with the target for the year. The number of major (most serious) injuries1 reduced from 65 to 44, which is an improvement of more than 30%. Each area of the business demonstrated improvements in safety risk management, and progressed a range of activities to increase awareness and enhance further a strong safety culture."	Social_Relationship
"The Group has improvement plans in place to address diversity and inclusion, and environment."	Social_Relationship
Plans to increase diversity and inclusion in line with business goals are included within each Executive Committee member’s annual performance review	Social_Relationship
"The individual businesses set site or business-specic environmental targets covering energy, water and waste improvement."	Natural
Inspire and engage our people to deliver success	Human
"As part of BAE Systems’ journey to become a great workplace, employees had the opportunity once again to share their views through the 2014 Employee Pulse survey."	Human
"Employees were invited to participate in the survey. As US employees completed a full survey in 2013, 20% were selected to participate in 2014."	Human
"Across BAE Systems, employees provided feedback on their pride in working for the Group and the high levels of trust present in their teams as they work to support customers. This reects the Group’s ongoing commitment to creating environments in which employees can contribute to the success of the Group."	Human
	
"The business achieved important contract wins in defence markets and, in the high-growth commercial aircraft electronics market, Electronic Systems strengthened its positions across major aircraft platforms, with wins on Boeing contracts, including the 777X programme."	Intellectual
"Whilst the Intelligence & Security business continued to face challenging market conditions, with budget pressures impacting its US government customers, order backlog1,2 increased by 7%. In September, Intelligence & Security acquired Signal Innovations Group, a leading provider of imaging technologies and analytics to the US intelligence community."	Intellectual
A UK government customer selected the business as one of four strategic suppliers on a technology framework and multi-year framework contracts were awarded for Service Integration and Applications Management services.	Intellectual
"In Land & Armaments, there was continued focus on cost reduction and margin increased to 10.3% (2013 8.8%)."	Financial
"Efforts to sustain and grow vehicle programmes resulted in signicant awards, including the US Army’s Armored Multi-Purpose Vehicle programme, Bradley and M88 vehicles, and the Low-Rate Initial Production of the M109A7 self-propelled howitzer"	Intellectual
"In Support Solutions, whilst performance was impacted by charges taken on commercial shipbuilding programmes, the US-based ship repair business continued to perform well, receiving orders totalling $1.5bn (£1.0bn) on various US Navy vessels, and operational challenges on the Radford Army Ammunition Plant contract were mitigated signicantly. Whilst successfully executing phase one of the Korean F-16 upgrade programme, the contract was terminated for convenience by the customer in November."	Intellectual
Strong programme performance delivered a return on sales of 11.7%.	Financial
Development of the Typhoon platform continued and a £365m contract was received for the integration of the E-Scan radar onto the aircraft.	Intellectual
"Over £1bn of contracts were awarded by the Royal Navy, including for the construction of three Offshore Patrol Vessels, support to the surface eet and Spearsh torpedo upgrade."	Intellectual
"Sales1 reduced by £0.5bn to £3.6bn, including £143m for exchange translation."	Financial
"In Australia, whilst activity on the Landing Helicopter Dock programme ramped down, a four-year contract was awarded to support the two vessels in service and BAE Systems continues to engage with the Australian government regarding the sustainment of shipbuilding capability following delivery of the second ship in 2015. Additional blocks were contracted on the Air Warfare Destroyer programme. MBDA received a number of signicant contracts and is pursuing actively a number of export opportunities"	Intellectual
	
"£925m returned to shareholders in 2014, including £283m on the share repurchase programme and £642m in dividends"	Financial
Sales1 decreased by £1.5bn to £16.6bn. Around £0.6bn of that reduction was due to exchange translation. The volume reductions in Land & Armaments of £0.4bn were as expected. Last year’s sales1 included the retrospective benet of £0.3bn from the price escalation settlement on the Salam programme	Financial
"Underlying EBITA2 decreased by £223m, to £1,702m, giving a return on sales of 10.2%. Of that reduction, £49m was due to exchange translation and £183m for the retrospective benet traded in 2013 from the Salam price escalation"	Financial
"Excluding the prior year 4.4p benet from the Salam price escalation settlement, underlying earnings3 per share increased to 38.0pLarge order backlog1,4 of £40.5bn after exchange translation benet of £0.3bn"	Financial
	
Sales1 reduced by £1.5bn to £16.6bn (2013 £18.2bn). The prior year included the £0.3bn retrospective benet from the trading of the price escalation on the Salam Typhoon programme. The volume reductions of £0.4bn in the Land & Armaments business were as expected. Approximately £0.6bn of the reduction in sales1 was due to exchange translation	Financial
"Underlying EBITA2 reduced by £223m to £1,702m (2013 £1,925m), giving a return on sales of 10.2% (2013 10.6%). The prior year included a £183m retrospective benet from the Salam price escalation settlement."	Financial
Charges totalling £74m were taken in 2014 on US commercial shipbuilding programmes in the Support Solutions business. Adverse exchange translation amounted to £49m.	Unclassified
Non-recurring items in 2014 includes a £47m accounting gain on the Group’s existing 40% shareholding in Saudi Development and Training Company following the acquisition of an additional 59% shareholding in the company offset by a £47m charge on classication of the Saudi Aircraft Accessories and Components Company (AACC) as held for sal	Unclassified
Amortisation of intangible assets was £184m (2013 £189m).	Unclassified
Impairment of intangible assets includes goodwill impairment charges of £87m against the carrying value of Support Solutions reecting the performance issues in the US commercial shipbuilding business and £74m against the carrying value of the South African business expected to be sold in 2015.	Unclassified
