Text	Theme
	
"Mediclinic is a private hospital group focused on providing acute care, specialist-orientated, multi-disciplinary hospital services and related service offerings. We place science at the heart of our care process by providing evidence-based care of the highest standard. Our patients receive controlled and customised treatment, orchestrated by a team of world-class specialists devoted to delivering the best possible clinical outcomes in multi-disciplinary facilities that are of a world-class standard"	Intellectual
"Our core purpose is to enhance the quality of life of our patients by providing comprehensive, high-quality hospital services in such a way that the Group will be regarded as the most respected and trusted provider of hospital services by patients, doctors and funders of healthcare."	Social_Relationship
"WHO WE AREMediclinic International, founded in 1983, is an international private hospital group with operations in South Africa, Namibia, Switzerland and the United Arab Emirates, and listed on the JSE, the South African securities exchange, since 1986. The Group’s head office is based in Stellenbosch, South Africa."	Unclassified
OUR VISIONTo be respected internationally and preferred locally.CONTRIBUTION TO GROUP NORMALISED REVENUE (R’M)UAE 3 416 (11%)SOUTHERN AFRICA 11 205 (37%)SWITZERLAND 15 874 (52%)R30 495m CONTRIBUTION TO GROUP NORMALISED EBITDA (R’M)UAE 752 (12%)SOUTHERN AFRICA 2 418 (37%)SWITZERLAND 3 297 (51%)R6 467m UAE523 (17%)CORPORATE195 (7%)SOUTHERN AFRICA 984 (32%)SWITZERLAND 1 350 (44%)CONTRIBUTION TO GROUP NORMALISED HEADLINE EARNINGS (R’M	Financial
	
"OPERATING PLATFORMSMEDICLINIC SOUTHERN AFRICA HIRSLANDEN MEDICLINIC MIDDLE EASTCOUNTRY OF OPERATION South Africa and Namibia Switzerland United Arab EmiratesBRANDS BUSINESS WEBSITESwww.mediclinic.co.zawww.mhr.co.zawww.medicalinnovations.co.zawww.er24.co.za www.hirslanden.ch www.mediclinic.aeHOSPITALS AND CLINICS IN OPERATION Operates 49 private hospitals throughout South Africa and three in Namibia, with 7 614 beds in total Operates 14 private hospitals with 1 567 beds in Switzerland Operates two hospitals with 382 beds and eight clinics in Dubai, UA"	Unclassified
"15 882 (19 636 full-time equivalents, which includes agency staff) (15 513 permanent and 369 non-permanent) 7 950 (which includes full-time and part-time permanent employees"	Human
"Mediclinic Southern Africa (Pty) Ltd, a company registered in South Africa, is the holding company of the Company’s operating platform in Southern Africa. It is 100% owned through a wholly-owned subsidiary (with most group operating companies partly owned and doctor shareholding in hospital investment companies). Hirslanden AG, a company registered in Switzerland, is the holding company of the Company’s operating platform in Switzerland. It is 100% owned through wholly-owned subsidiaries. Emirates Healthcare Holdings Limited, a company registered in the British Virgin Islands, is the holding company of the Company’s operating platform in the UAE."	Unclassified
	
"OUR BUSINESS model varies slightly in the three jurisdictions within which we operate. In Southern Africa our operations are supported by specialists who are not employed by the Group, but operate independently."	Unclassified
"This is a regulatory limitation in terms of the Health Professions Council of South Africa, which prohibits the employment of doctors by private hospitals, although permission has been obtained to appoint doctors in our emergency units. In Switzerland some of the supporting doctors are employed, while in Dubai the majority of the supporting doctors are employed."	Unclassified
WE LISTEN to our stakeholders. Building sound long-term business relationships is one of the foundations of the continued success of our business	Social_Relationship
"OUR BUSINESS model has resulted in consistent earnings growth, quality service delivery, manageable risks, and generally a business that sustains growth and value to all our stakeholders"	Financial
"MEDICLINIC OFFERS multi-disciplinary, specialist-oriented private healthcare facilities. We have built our reputation and our brand by our proven commitment to ensure a high standard of discipline, independence, ethics, equity, social responsibility, accountability, cooperation and transparency"	Social_Relationship
"WE ASSUME accountability for clinical outcomes as far as possible. We acknowledge that our success will not come from growth in volumes, but from the improved value of our services and best possible clinical outcomes. That is why significant focus is placed on our clinical governance framework (refer to the Clinical Services Report for more information) and patient satisfaction levels"	Social_Relationship
"Another vital element in our delivery of quality clinical outcomes is the quality of our nursing care. We therefore continue to invest in the training and development of our staff, offering competitive remuneration and generally looking after the well-being of our staf"	Human
"OUR FOCUS is on providing the best possible facilities, with technology of an international standard. We therefore continue to invest capital in our facilities for state-of-the-art equipment, expansions, upgrades and maintenance."	Intellectual
	
"HOW WE GOVERN OUR BUSINESSEnsuring good CLINICAL OUTCOMES and quality healthcare. Maintaining strict principles of CORPORATE GOVERNANCE, integrity and ethics. EFFECTIVE RISK MANAGEMENT and internal controls. ENGAGING WITH OUR STAKEHOLDERS and responding to their legitimate expectations. Managing our business in a SUSTAINABLE manner. Offering our employees COMPETITIVE REMUNERATION packages based on the principles of fairness and affordability"	Social_Relationship
Our governance structures are focused on maintaining and building a sustainable business and support our commitment to be a responsible corporate citizen in every country and community in which the Group does business. The key elements of our governance structures includ	Social_Relationship
	
	
"KHS (Koert) Pretorius(51)Chief Executive Offi  cer: Mediclinic Southern Africa B.Compt., MBL Joined the Group in 1998 and appointed as a director of the Company in 2006. Appointed as the Chief Executive Offi  cer of Mediclinic Southern Africa in 2008."	Unclassified
"TO (Ole) Wiesinger(51) (German)Chief Executive Offi  cer: HirslandenPh.D., Postgraduate Studies in Health Economics Joined the Hirslanden group in 2004. Appointed as the Chief Executive Offi  cer of Hirslanden and a director of the Company in 2008"	Unclassified
"JA (Alan) Grieve (61) (Scottish)B.A. (Hons), CA Director of Corporate Aff airs of Richemont, as well as the Chief Executive Offi  cer of Reinet Investments Manager SA and Reinet Fund Manager SA. Appointed as a director of the Company in 201"	Unclassified
"MK (Kabs) Makaba (60) M.B.Ch.B., Intermediate Diploma in Personnel Management and Training, Certifi cate in Small Business ManagementChief Executive Offi  cer of Faranani Health Solutions and director of Phodiso Holdings. Appointed as a director of the Company in 2008"	Unclassified
"PJ (Pieter) Uys (51)B.Sc. (Eng), M.Sc. (Eng), MBAInvestment Manager at Remgro and previous CEO of Vodacom. Appointed as a director of the Company with eff ect from 1 April 2013"	Unclassified
"GC (Gert) Hattingh (49)B.Acc. (Hons), CA(SA)Joined Mediclinic in 1991 as group accountant. Various managerial positions held throughout the Group. Appointed as Company Secretary since 2000 and Group Services Executive since 201"	Unclassified
"CONDUCTING BUSINESS IN AN HONEST, FAIR AND LEGAL MANNER IS A FUNDAMENTAL GUIDING PRINCIPLE ENDORSED BY THE BOAR"	Social_Relationship
"E de la H (Edwin) Hertzog (64)Chairman (Non-executive) M.B.Ch.B., M.Med., F.F.A. (SA) Appointed in 1983 as Managing Director, in 1990 as executive Vice-chairman and in 1992 as executive Chairman of the Company. Retired in August 2012 from his executive role, but remained on the Board as non-executive Chairman. Other directorships include Distell and Remgro. DP (Danie) Meintjes (57)Chief Executive Offi  cer B.PI. (Hons) Joined the Group in 1985 and appointed in 1996 as a director of the Company. Seconded to Dubai in 2006 and appointed as the Chief Executive Offi  cer of Mediclinic Middle East in 2007. Appointed as the Company’s Chief Executive Offi  cer since April 2010"	Unclassified
"CA (Ronnie) van der Merwe(51)Chief Clinical Offi  cerM.B.Ch.B., D.A. (SA), F.C.A. (SA)Joined the Group in 1999 as head of the Clinical Information Department. Currently the Chief Clinical Offi  cer of the Company. Appointed as an executive director of the Company in 2010"	Unclassified
"N (Nandi) Mandela (45)B.Soc.Sc., Associate in Management (AIM)Director of Linda Masinga & Associates, a town planning and consultancy fi rm. Appointed as a director of the Company in 2012"	Unclassified
"TD (Trevor) Petersen (58)B.Comm. (Hons), CA(SA)Former managing partner of the Cape Town offi  ce of PricewaterhouseCoopers Inc. and former chairman of PwC Western Cape and the South African Institute of Chartered Accountants. He currently serves on the University of Cape Town Council and is also a director of Petmin Limited. Appointed as a director of the Company in 2012"	Unclassified
"AA (Anton) Raath (58)B.Comm., CA(SA)Chief Executive Offi  cer of Glacier, a subsidiary of Sanlam. Appointed as a director of the Company in 1996"	Unclassified
	
OURVISIONTO BE RESPECTED INTERNATIONALLY AND PREFERRED LOCALLYWE WILL BE RESPECTED INTERNATIONALLY FOR:•  Delivering measurable quality clinical outcomes•  Continuing to grow as a successful international healthcare group•  Enforcing good corporate governance•  Acting as a responsible corporate citizen	Social_Relationship
"WE WILL BE PREFERRED LOCALLY FOR:•  Delivering excellent patient care•  Ensuring aligned relationships with doctor communities•  Being an employer of choice, appointing and retaining competent staff •  Building constructive relationships with all stakeholders•  Being a valued member of the community"	Social_Relationship
Our relentless focus on patient needs will create long-term shareholder value and establish Mediclinic International as a leader in the global healthcare industry.	Social_Relationship
EXPE RTISE YOU CAN TRUST	Social_Relationship
	
THE MEDICLINIC GROUP AND ITS EMPLOYEES SUPPORT THE FOLLOWING CORE VALUES	Human
CLIENT ORIENTATIONIn our behaviour we:•   reﬂ ect the image of the Company •   deliver the right service in the right place at the right time •   regard everyone who is dependent on our outputs as our client •   determine and meet the expectations of our clients •   measure our clients’ satisfaction regularly •   respect our clients’ right to confi dentiality •   personally accept responsibility for client service	Social_Relationship
"TEAM APPROACHIn our behaviour we:•  promote positive team behaviour •  ensure the participation of all role players in problem solving •  set common goals •  exhibit responsible, fair, honest and eff  ective leadership and followership"	Human
MUTUAL TRUST AND RESPECTIn our behaviour we:•  share information to the benefi t of the Company •  listen with empathy •  communicate openly and honestly •  exhibit respect for the individual and his or her dignity •  respect personal and company property •  solve problems on a win-win basis •  greet and acknowledge one another •  maintain an ethical standard	Human
PERFORMANCE DRIVENIn our behaviour we:•  set objectives and give regular performance feedback •  ensure that each individual knows what the standards are and what is expected •  give recognition to whom it is due •  off  er each employee the opportunity to develop to his or her full potential •  eliminate activities that do not add value •  promote continuous improvement in productivity •  base all appointments and promotions on competence and performance •  accept mentorship as a management tas	Human
	
CREATING SHAREHOLDER VALUE•   We will continue to optimise operations by growing the business of our existing hospitals and extracting efficiencies in key business processes.•   We will continue to invest in incremental growth opportunities based on sound investment principles and to demonstrate efficiency and diligence in the planning and execution of such opportunities	Intellectual
DEVELOPING AN INTERNATIONAL HOSPITAL GROUP•   We will continue to develop core competencies across the various platforms to ensure that international healthcare best practice is followed.•   We will continue to develop in-house capabilities that drive cost savings and synergies across existing and future platforms.•   We will continuously investigate further growth opportunities	Intellectual
MANAGING RISK AND REGULATORY CHANGE PROACTIVELY•   We will continue to meticulously manage our risks supported by our enterprise-wide risk management processes.•   We will continue to focus on proactive health policy research and active engagement to influence regulatory and legislative bodies	Intellectual
BUILDING A CULTURE THAT PROVIDES GROWTH AND DEVELOPMENT OPPORTUNITIES FOR STAFF AND ENCOURAGES TEAM WORK	Social_Relationship
"We will continue to maintain a corporate culture that provides a good working environment, and training and skills development that assist to attract and retain a talented workforce.•   We will continue to aim to be the employer of choice, recognising that market competition for talent is increasing"	Human
"CONTINUOUSLY IMPROVING QUALITY CARE•   We will continue to strive to be trusted and respected by patients, doctors and nurses.•   We will continue to focus on firmly embedding our clinical quality processes that ensure patient safety.•   We will continue to improve our clinical outcome statistics and to incrementally reduce adverse events.•   We will continue to meet the independent accreditation standards of our hospitals.•   We will continue with initiatives to improve our independently monitored patient satisfaction levels."	Social_Relationship
"LEADING AS A RESPONSIBLE CORPORATE CITIZEN•   We will continue to manage our business in a sustainable manner, upholding the highest ethical and professional standards, with continuous engagement with our stakeholders"	Social_Relationship
"We maintain focused on managing our social and environmental impacts, in particular with regard to the quality and safety of our patient care; addressing the shortage of nurses and general skills shortage; BBBEE of our South African operations; our corporate social investment and community involvement; and the effective management of our environmental impact"	Social_Relationship
INTEGRATED HEALTHCARE PROVIDER•   We will continue to strive towards a better coordinated healthcare system with the aim to ensure consistently better clinical outcomes and the better utilisation of resources.	Intellectual
We will continue to focus on improving our partnership relationship with our doctor community with a vision to ensure an aligned delivery process in the best interest of our patients.	Social_Relationship
"OUR FOCUS IS ON PROVIDING THE BEST POSSIBLE FACILITIES, WITH TECHNOLOGY OF AN INTERNATIONAL STANDARD"	Intellectual
	
"DEFENSIVE LONG -TERM INDUSTRY•   The healthcare sector provides a strongly defensive investment as demand is relatively unaffected by economic cycles.•   The demand for private healthcare is likely to continue to grow due to population growth, ageing population, consumerism, technological advancement and the burden of disease."	Unclassified
"QUALITY CARE•   Mediclinic’s sustainable competitive advantage lies in the continuous focus on patient safety, excellence in clinical governance and delivering measurable, cost-effective quality care"	Intellectual
"PURE HOSPITAL AND RELATED HEALTHCARE SERVICES PLAYER•   Mediclinic is a long-term investor in and manager of mostly acute care, specialist-orientated, multi-disciplinary hospitals.•   Mediclinic has an extensive property portfolio in prime real estate areas that provides valuable operational flexibility and a strong asset underpin to its business"	Manufactured
STRONG TRACK RECORD•   Mediclinic has consistently delivered stable and strong operational growth for almost three decades	Financial
Mediclinic has a track record of investing in satisfactory return projects and has demonstrated the ability to integrate and extract value from acquisitions	Manufactured
Mediclinic is led by an experienced and proven management team with an average tenure of 20 years at corporate level.	Human
"Remgro, Mediclinic’s largest shareholder, has maintained a long-term commitment over Mediclinic’s entire history"	Social_Relationship
"SUSTAINABILITY•   Mediclinic is committed to managing its business in a sustainable way, upholding the highest standard of ethics and corporate governance practices. Through our business integrity, we maintain and improve the confidence, trust and respect of our stakeholders."	Social_Relationship
"Mediclinic values its employees by following fair labour practices, offering competitive remuneration and investing in the training and development of its employees; it respects the communities within which the Group operates and contributes to the well-being of society; and it manages the Group’s impact on the environment"	Social_Relationship
"INTERNATIONAL PRESENCE•   Mediclinic is well positioned as a trusted provider of hospital services in the developing and developed markets in which it operates (Southern Africa, Europe and the United Arab Emirates).•   Mediclinic has a leading position in all the markets in which it operates.•   Mediclinic’s presence in diverse geographies mitigates country-specific risk"	Manufactured
OPERATIONAL EFFICIENCY•   Mediclinic has consistently maintained stable operating margins through its focus on cost-effective quality care.•   Mediclinic has always sustained the high quality and highly cash generative nature of its earnings.•   Mediclinic constantly pursues the implementation of best practice to enhance the overall performance of the group.•   Mediclinic has historically delivered growing revenue and stable margins despite historical changes in healthcare regulations	Financial
	
"INCOME STATEMENTSRevenue 21.3% 30 495  24 436  21 986  18 625  17 141  16 351  9 579 Normalised EBITDA 21.0% 6 467  5 237  4 659  4 103  3 736  3 431  2 062 Past-service cost  241  35  14  33  97  –  – Impairment of property and equipment (8) –  (4) (34) –  –  – Insurance proceeds 40  –  –  84  –  –  – Profit on sale of property, equipment and vehicles 4  6  –  –  –  –  – Pre-acquisition tariff provision  –  (151) –  –  –  –  – EBITDA 6 744  5 127  4 669  4 186  3 833  3 431  2 062 Depreciation (1 195) (975) (890) (726) (705) (672) (336)Amortisation/impairment of goodwill (44) (19) (20) (12) (13) (12) (5)Operating profit 21.4% 5 505  4 133  3 759  3 448  3 115  2 747  1 721 Other gains and losses 2  531  (26) 13  28  –  – Income from associates 3  2  1  4  7  2  – Income from joint venture –  3  –  –  –  –  – Finance income 73  69  85  61  41  67  49 Finance cost (1 221) (5 166) (1 642) (1 491) (1 524) (1 602) (685)Finance cost excluding one-off charges (1 221) (1 472) (1 642) (1 491) (1 524) (1 602) (685)Derecognition of Swiss interest rate swap –  (3 531) –  –  –  –  – Accelerated recognition of capitalised financing fees –  (163) –  –  –  –  – Profit/(loss) before tax 4 362  (428) 2 177  2 035  1 667  1 214  1 085 Income tax expense (776) (418) (693) (654) (481) (502) (364)Profit/(loss) for the year 3 586  (846) 1 484  1 381  1 186  712  721 Attributable to:Equity holders of the Company 3 385  (1 105) 1 221  1 177  1 058  636  610 Non-controlling interests 201  259  263  204  128  76  111 3 586  (846) 1 484  1 381  1 186  712  721 Headline earnings/(loss)  3 355  (1 110) 1 222  1 110  1 028  624  608 Normalised headline earnings  30.9% 3 052  1 924  1 211  1 082  852  624  608 *   Compounded Annual Growth Rat"	Financial
	
"ASSETSProperty, equipment and vehicles 49 597  40 137  34 726  30 409  28 046  32 479  30 972 Intangible assets"	Manufactured
Other investments and loans 68  63  708  708  15  24  27 Investment in associate 4  2  1  4  11  8  7 Investment in joint venture 67  65  53  –  –  –  – Deferred income tax assets 302  239  210  210  220  178  123 Derivative financial instruments 60  100  –  33  –  –  43 Current assets 11 226  8 857  8 121  6 608  4 829  4 892  4 326 Total assets 70 534  56 742  50 169  43 537  38 364  43 874  41 599 EQUITY Equity attributable to owners of parent 24 468  17 206  10 199  9 489  6 650  7 091  8 560 Non-controlling interests  923  796  1 288  1 071  966  898  807 LIABILITIESLong-term interest-bearing borrowings 28 704  25 351  22 859  20 414  20 667  24 349  23 266 Deferred income tax liability 7 251  6 182  5 325  4 773  4 399  5 162  5 088 Retirement benefit obligations 414  709  709  383  346  997  639 Derivative financial instruments 38  85  3 739  2 170  2 331  2 512  595 Provisions 868  687  361  271  185  229  190 Current liabilities 7 868  5 726  5 689  4 966  2 820  2 636  2 454 Total equity and liabilities	Unclassified
STATEMENTS OF CASH FLOWS Cash generated from operating activities 26.9% 6 340  5 571  4 266  4 179  3 800  3 346  1 517 Net finance cost (982) (1 508) (1 525) (1 368) (1 396) (1 438) (419)Tax paid (743) (514) (525) (495) (444) (522) (360)Cash flow from operating activities 4 615  3 549  2 216  2 316  1 960  1 386  738 Cash flow from investment activities (2 539) (527) (1 055) (2 563) (1 271) (1 380) (16 898)Cash flow from financing activities (1 605) (2 837) (735) 688  (542) 125  16 461 Cash distributions to minorities (99) (206) (111) (59) (55) (54) (41)Distributions to shareholders (688) (488) (436) (398) (374) (339) (189)Proceeds from issuance of ordinary shares –  4 896  –  1 331  –  –  4 472 Movement in borrowings (851) (2 943) (214) (208) (155) 547  12 219 Refinancing transaction costs –  (615) –  –  –  –  – Settlement of interest rate swap –  (1 633) –  –  –  –  – Acquisition of non-controlling interest –  (1 971) –  –  –  –  – Other 33  123  26  22  42  (29) – Net movement in cash and bank overdrafts 471  185  426  441  147  131  301 Opening balance of cash and bank overdrafts 2 705  1 979  1 447  967  941  787  357 Exchange rate fluctuations on foreign cash 309  541  108  39  (121) 23  129 Closing balance of cash and bank overdrafts	Financial
	
Mediclinic Southern AfricaNumber of hospitals 52  52  52  52  52  51  51 Licensed beds 7 614  7 436  7 378  7 103  7 035  6 855  6 776 Licensed theatres	Manufactured
Normalised revenue (R’m) 10.8% 11 205  10 059  9 423  8 632  7 680  6 792  6 056 Normalised EBITDA (R’m) 10.9% 2 418  2 158  1 957  1 837  1 651  1 458  1 302 Normalised EBIT (R’m) 11.1% 2 153  1 882  1 701  1 608  1 445  1 281  1 143 Normalised EBITDA margin (%	Financial
HirslandenNumber of hospitals 14  14  14  14  13  13  13 Licensed beds 1 567  1 487  1 479  1 457  1 365  1 334  1 301 Licensed theatres	Manufactured
Normalised revenue (R’m) 17.0% 15 874  12 043  10 732  8 659  8 335  8 737  6 185*Normalised EBITDA (R’m) 15.7% 3 295  2 584  2 350  2 026  1 953  1 961  1 373*Normalised EBIT (R’m) 15.6% 2 494  1 980  1 794  1 593  1 516  1 507  1 046*Normalised revenue (CHF’m) 6.2% 1 436  1 330  1 270  1 218  1 134  1 091  1 001 Normalised EBITDA (CHF’m) 5.1% 299  286  278  285  266  245  222 Normalised EBIT (CHF’m) 5.0% 227  219  212  224  206  188  169 Normalised EBITDA margin (%)	Financial
Mediclinic Middle EastNumber of hospitals 2  2  2  2  2  2  1 Licensed beds 382  382  334  336  336  321  120 Licensed theatres	Manufactured
Normalised revenue (R’m) 38.6% 3 416  2 485  1 831  1 334  1 126  822  482 Normalised EBITDA (R’m) 57.1% 752  495  352  240  132  (7) 50 Normalised EBIT (R’m) 74.3% 616  382  254  164  57  (60) 22 Normalised revenue (AED’m) 30.6% 1 238  1 072  902  681  529  351  249 Normalised EBITDA (AED’m) 47.9% 272  214  171  122  62  (3) 26 Normalised EBIT (AED’m) 65.1% 223  165  125  84  27  (25) 11 Normalised EBITDA margin (%)	Financial
Headline earnings per ordinary share (cents)Basic 19.2% 414.6  (149.5) 179.9  184.2  180.8  111.5  144.5 Diluted 20.3% 405.7  (145.4) 173.7  176.3  171.7  105.6  133.6 Normalised headline earnings per ordinary share (cents)Basic 17.3% 377.1  259.3  178.3  179.6  149.9  111.5  144.5 Diluted	Financial
Distribution per ordinary share (cents) 7.8% 96.0  85.8  78.0  73.0  73.0  68.6  61.2 Net asset value per ordinary share (cents) 12.0% 3 020.3  2 129.8  1 609.4  1 516.7  1 181.4  1 265.5  1 527.5 Adjusted net asset value per ordinary share (cents)*	Unclassified
	
JSEMarket capitalisation (R’bn) 61.9  53.1  24.5  18.9  16.0  12.7  11.7 Price (cents per share)31 March 7 483  6 420  3 750  2 900  2 700  2 150  1 970 Highest 7 839  6 548  4 199  3 150  2 765  2 575  2 695 Lowest 6 037  3 601  2 810  2 325  1 865  1 535  1 811 Number of shares traded (000) 311 802  125 013  118 734  98 979  101 801  116 798  131 057 Price-earnings ratio 18.0  (42.9) 19.2  15.7  14.7  19.3  13.6 Normalised price-earnings ratio 19.8  24.8  19.4  16.1  17.8  19.3  13.6 Number of sharesOrdinary shares issued (000) 826 957  826 957  652 315  652 315  593 014  593 014  394 338 Weighted average for basic earnings per share (000) 809 319  741 858  679 152  602 467  568 721  559 336  421 437 Weighted average for diluted earnings per share (000)	Unclassified
Exchange ratesAverage rate (Swiss franc) ZAR/CHF 11.05  9.05  8.45  7.11  7.35  8.01  6.18*Closing rate (Swiss franc) ZAR/CHF 11.96  9.69  8.50  7.42  6.93  8.32  8.14 Average rate (UAE dirham) ZAR/AED 2.76  2.32  2.03  1.96  2.13  2.41  1.94 Closing rate (UAE dirham)	Unclassified
	
"GROUP PERFORMANCEAs chairman of Mediclinic International it is indeed my privilege to oversee a leading international healthcare company that has grown from infancy in 1983 to the Group we know today with 68 hospitals and eight clinics, employing over 26 000 staff members across Southern Africa, Switzerland and the United Arab Emirates"	Unclassified
"During this time our Group revenue increased from R100m for the year ended 31 March 1987 to R30 495m for the year under review, equating to a compounded annual growth rate (CAGR) of 23.6% since 1987. Similarly, our normalised earnings before interest, tax, depreciation and amortisation (EBITDA) delivered a CAGR of 29.0% and normalised headline earnings delivered a CAGR of 124.5% since 1987. This compares favourably to the performance of the FTSE JSE Top 40 Index, of which we are a constituent toda"	Financial
The Company’s market capitalisation has increased from R170m at listing on the JSE in 1986 to R61 881m at year end.	Financial
	
As we continue our pattern of consistent growth we remain firmly committed to our vision to be respected internationally and preferred locally. Our relentless focus on patient needs should continue to create long-term shareholder value and entrench Mediclinic International as a leader in the global healthcare industry	Social_Relationship
